Time(s),VenaCava-Fentanyl-Concentration(ug/mL),Fentanyl-PlasmaConcentration(ug/L),Fentanyl-SystemicMassCleared(ug),Fentanyl-MassInBody(ug),Fentanyl-LeftKidneyTissue-PartitionCoefficient,Fentanyl-RightKidneyTissue-PartitionCoefficient,Fentanyl-BrainTissue-PartitionCoefficient,Fentanyl-RightLungTissue-PartitionCoefficient,Fentanyl-LeftLungTissue-PartitionCoefficient,Fentanyl-LiverTissue-PartitionCoefficient,Fentanyl-BoneTissue-PartitionCoefficient,Fentanyl-FatTissue-PartitionCoefficient,Fentanyl-SkinTissue-PartitionCoefficient,Fentanyl-MuscleTissue-PartitionCoefficient,Fentanyl-SpleenTissue-PartitionCoefficient,Fentanyl-GutTissue-PartitionCoefficient,Fentanyl-MyocardiumTissue-PartitionCoefficient,LiverTissueIntracellular-Fentanyl-MassCleared(ug),LeftKidneyTissueIntracellular-Fentanyl-MassCleared(ug),RightKidneyTissueIntracellular-Fentanyl-MassCleared(ug),LeftKidneyTissueIntracellular-Fentanyl-MassExcreted(ug),RightKidneyTissueIntracellular-Fentanyl-MassExcreted(ug),LiverTissueIntracellular-Fentanyl-MassExcreted(ug)
13803.02,0.000277415,0.691141,381.41,193.50,14.6242,14.6242,38.2556,3.5508,3.5508,24.0052,41.4718,65.3706,17.7983,14.9713,14.8476,30.1298,9.5667,0,0,0,0,0,0
13804.02,0.000277396,0.691213,381.42,193.49,14.6211,14.6211,38.2474,3.5501,3.5501,24.0001,41.4629,65.3566,17.7945,14.9681,14.8444,30.1233,9.5647,0,0,0,0,0,0
13805.02,0.000277377,0.691172,381.42,193.49,14.6238,14.6238,38.2547,3.5508,3.5508,24.0046,41.4708,65.3691,17.7978,14.9709,14.8472,30.1291,9.5665,0,0,0,0,0,0
13806.02,0.000277356,0.690987,381.43,193.48,14.6283,14.6283,38.2665,3.5518,3.5518,24.0120,41.4837,65.3894,17.8033,14.9756,14.8517,30.1384,9.5694,0,0,0,0,0,0
13807.02,0.000277334,0.690797,381.43,193.48,14.6249,14.6249,38.2573,3.5510,3.5510,24.0063,41.4737,65.3736,17.7991,14.9720,14.8482,30.1312,9.5671,0,0,0,0,0,0
13808.02,0.000277319,0.690874,381.44,193.47,14.6221,14.6221,38.2500,3.5504,3.5504,24.0017,41.4658,65.3611,17.7957,14.9691,14.8454,30.1254,9.5653,0,0,0,0,0,0
13809.02,0.000277302,0.690965,381.44,193.47,14.6258,14.6258,38.2597,3.5512,3.5512,24.0078,41.4763,65.3777,17.8002,14.9729,14.8491,30.1330,9.5677,0,0,0,0,0,0
13810.02,0.000277282,0.690942,381.45,193.46,14.6285,14.6285,38.2671,3.5518,3.5518,24.0124,41.4843,65.3903,17.8035,14.9758,14.8519,30.1388,9.5695,0,0,0,0,0,0
13811.02,0.000277259,0.690796,381.45,193.46,14.6243,14.6243,38.2560,3.5509,3.5509,24.0055,41.4723,65.3713,17.7985,14.9715,14.8477,30.1301,9.5668,0,0,0,0,0,0
13812.02,0.000277237,0.690583,381.46,193.45,14.6220,14.6220,38.2499,3.5503,3.5503,24.0016,41.4657,65.3609,17.7957,14.9691,14.8454,30.1253,9.5653,0,0,0,0,0,0
13813.02,0.000277224,0.690609,381.46,193.45,14.6277,14.6277,38.2650,3.5516,3.5516,24.0111,41.4820,65.3867,17.8026,14.9750,14.8511,30.1371,9.5690,0,0,0,0,0,0
13814.02,0.000277209,0.690701,381.47,193.44,14.6285,14.6285,38.2669,3.5518,3.5518,24.0122,41.4840,65.3899,17.8034,14.9757,14.8519,30.1386,9.5695,0,0,0,0,0,0
13815.02,0.000277186,0.690713,381.47,193.44,14.6229,14.6229,38.2522,3.5505,3.5505,24.0031,41.4681,65.3648,17.7967,14.9700,14.8463,30.1271,9.5659,0,0,0,0,0,0
13816.02,0.000277165,0.690609,381.48,193.43,14.6219,14.6219,38.2496,3.5503,3.5503,24.0014,41.4653,65.3603,17.7955,14.9690,14.8453,30.1251,9.5652,0,0,0,0,0,0
13817.02,0.000277143,0.690377,381.48,193.43,14.6261,14.6261,38.2606,3.5513,3.5513,24.0083,41.4772,65.3792,17.8006,14.9733,14.8495,30.1337,9.5679,0,0,0,0,0,0
13818.02,0.000277126,0.690331,381.49,193.42,14.6251,14.6251,38.2580,3.5510,3.5510,24.0067,41.4744,65.3747,17.7994,14.9722,14.8485,30.1317,9.5673,0,0,0,0,0,0
13819.02,0.000277110,0.690442,381.49,193.42,14.6209,14.6209,38.2468,3.5501,3.5501,23.9997,41.4624,65.3557,17.7943,14.9679,14.8442,30.1229,9.5646,0,0,0,0,0,0
13820.02,0.000277092,0.690490,381.50,193.41,14.6232,14.6232,38.2529,3.5506,3.5506,24.0035,41.4690,65.3661,17.7971,14.9703,14.8465,30.1277,9.5661,0,0,0,0,0,0
13821.02,0.000277073,0.690407,381.50,193.41,14.6278,14.6278,38.2650,3.5516,3.5516,24.0111,41.4821,65.3868,17.8026,14.9750,14.8512,30.1372,9.5690,0,0,0,0,0,0
13822.02,0.000277049,0.690185,381.51,193.40,14.6285,14.6285,38.2671,3.5518,3.5518,24.0124,41.4843,65.3903,17.8035,14.9758,14.8520,30.1388,9.5695,0,0,0,0,0,0
13823.02,0.000277029,0.690078,381.51,193.40,14.6221,14.6221,38.2500,3.5504,3.5504,24.0017,41.4658,65.3611,17.7957,14.9691,14.8454,30.1254,9.5653,0,0,0,0,0,0
13824.02,0.000277015,0.690179,381.52,193.39,14.6254,14.6254,38.2587,3.5511,3.5511,24.0071,41.4752,65.3759,17.7997,14.9725,14.8487,30.1322,9.5675,0,0,0,0,0,0
13825.02,0.000276997,0.690239,381.52,193.39,14.6285,14.6285,38.2670,3.5518,3.5518,24.0124,41.4842,65.3902,17.8035,14.9758,14.8519,30.1388,9.5695,0,0,0,0,0,0
13826.02,0.000276975,0.690188,381.53,193.38,14.6248,14.6248,38.2573,3.5510,3.5510,24.0063,41.4737,65.3736,17.7991,14.9720,14.8482,30.1311,9.5671,0,0,0,0,0,0
13827.02,0.000276953,0.690018,381.53,193.38,14.6209,14.6209,38.2468,3.5501,3.5501,23.9997,41.4623,65.3557,17.7943,14.9679,14.8442,30.1229,9.5646,0,0,0,0,0,0
13828.02,0.000276934,0.689843,381.54,193.37,14.6258,14.6258,38.2597,3.5512,3.5512,24.0078,41.4763,65.3777,17.8002,14.9729,14.8491,30.1330,9.5677,0,0,0,0,0,0
13829.02,0.000276921,0.689902,381.54,193.37,14.6286,14.6286,38.2672,3.5518,3.5518,24.0124,41.4844,65.3904,17.8036,14.9758,14.8520,30.1389,9.5695,0,0,0,0,0,0
13830.02,0.000276902,0.689986,381.55,193.36,14.6231,14.6231,38.2528,3.5506,3.5506,24.0034,41.4688,65.3658,17.7970,14.9702,14.8465,30.1276,9.5660,0,0,0,0,0,0
13831.02,0.000276880,0.689977,381.55,193.36,14.6217,14.6217,38.2490,3.5503,3.5503,24.0010,41.4646,65.3593,17.7952,14.9687,14.8450,30.1246,9.5651,0,0,0,0,0,0
13832.02,0.000276860,0.689834,381.56,193.35,14.6252,14.6252,38.2582,3.5511,3.5511,24.0069,41.4747,65.3752,17.7995,14.9723,14.8486,30.1319,9.5674,0,0,0,0,0,0
13833.02,0.000276837,0.689603,381.56,193.35,14.6271,14.6271,38.2634,3.5515,3.5515,24.0101,41.4803,65.3840,17.8018,14.9743,14.8505,30.1359,9.5686,0,0,0,0,0,0
13834.02,0.000276821,0.689629,381.57,193.34,14.6213,14.6213,38.2478,3.5502,3.5502,24.0003,41.4634,65.3574,17.7947,14.9683,14.8446,30.1237,9.5648,0,0,0,0,0,0
13835.02,0.000276805,0.689741,381.57,193.33,14.6227,14.6227,38.2515,3.5505,3.5505,24.0027,41.4675,65.3637,17.7964,14.9697,14.8460,30.1266,9.5657,0,0,0,0,0,0
13836.02,0.000276787,0.689752,381.58,193.33,14.6272,14.6272,38.2635,3.5515,3.5515,24.0101,41.4804,65.3842,17.8019,14.9744,14.8506,30.1360,9.5686,0,0,0,0,0,0
13837.02,0.000276766,0.689631,381.58,193.32,14.6286,14.6286,38.2672,3.5518,3.5518,24.0125,41.4845,65.3906,17.8036,14.9758,14.8520,30.1389,9.5696,0,0,0,0,0,0
13838.02,0.000276741,0.689401,381.59,193.32,14.6229,14.6229,38.2522,3.5505,3.5505,24.0031,41.4682,65.3649,17.7967,14.9700,14.8463,30.1272,9.5659,0,0,0,0,0,0
13839.02,0.000276725,0.689372,381.59,193.31,14.6246,14.6246,38.2565,3.5509,3.5509,24.0058,41.4729,65.3723,17.7987,14.9717,14.8479,30.1305,9.5669,0,0,0,0,0,0
13840.02,0.000276711,0.689473,381.60,193.31,14.6286,14.6286,38.2673,3.5518,3.5518,24.0125,41.4845,65.3907,17.8036,14.9759,14.8520,30.1390,9.5696,0,0,0,0,0,0
13841.02,0.000276690,0.689507,381.60,193.30,14.6257,14.6257,38.2595,3.5512,3.5512,24.0077,41.4761,65.3774,17.8001,14.9728,14.8491,30.1329,9.5677,0,0,0,0,0,0
13842.02,0.000276668,0.689434,381.61,193.30,14.6211,14.6211,38.2475,3.5501,3.5501,24.0002,41.4631,65.3569,17.7946,14.9682,14.8445,30.1235,9.5647,0,0,0,0,0,0
13843.02,0.000276646,0.689229,381.61,193.29,14.6225,14.6225,38.2511,3.5504,3.5504,24.0024,41.4670,65.3630,17.7962,14.9696,14.8458,30.1263,9.5656,0,0,0,0,0,0
13844.02,0.000276629,0.689111,381.62,193.29,14.6282,14.6282,38.2662,3.5517,3.5517,24.0118,41.4833,65.3887,17.8031,14.9754,14.8516,30.1381,9.5693,0,0,0,0,0,0
13845.02,0.000276614,0.689200,381.62,193.28,14.6233,14.6233,38.2533,3.5506,3.5506,24.0038,41.4694,65.3668,17.7972,14.9704,14.8467,30.1280,9.5662,0,0,0,0,0,0
13846.02,0.000276594,0.689272,381.63,193.28,14.6215,14.6215,38.2484,3.5502,3.5502,24.0007,41.4641,65.3584,17.7950,14.9685,14.8448,30.1242,9.5650,0,0,0,0,0,0
13847.02,0.000276575,0.689228,381.63,193.27,14.6249,14.6249,38.2574,3.5510,3.5510,24.0063,41.4738,65.3738,17.7991,14.9720,14.8483,30.1312,9.5672,0,0,0,0,0,0
13848.02,0.000276553,0.689042,381.64,193.27,14.6287,14.6287,38.2674,3.5518,3.5518,24.0126,41.4847,65.3909,17.8037,14.9759,14.8521,30.1391,9.5696,0,0,0,0,0,0
13849.02,0.000276530,0.688858,381.64,193.26,14.6232,14.6232,38.2530,3.5506,3.5506,24.0036,41.4690,65.3662,17.7971,14.9703,14.8466,30.1277,9.5661,0,0,0,0,0,0
13850.02,0.000276516,0.688936,381.65,193.26,14.6224,14.6224,38.2508,3.5504,3.5504,24.0022,41.4666,65.3624,17.7961,14.9694,14.8457,30.1260,9.5655,0,0,0,0,0,0
13851.02,0.000276500,0.689025,381.65,193.25,14.6267,14.6267,38.2622,3.5514,3.5514,24.0094,41.4790,65.3820,17.8013,14.9739,14.8501,30.1350,9.5683,0,0,0,0,0,0
13852.02,0.000276480,0.689000,381.66,193.25,14.6286,14.6286,38.2672,3.5518,3.5518,24.0125,41.4844,65.3905,17.8036,14.9758,14.8520,30.1389,9.5696,0,0,0,0,0,0
13853.02,0.000276456,0.688855,381.66,193.24,14.6235,14.6235,38.2537,3.5507,3.5507,24.0040,41.4698,65.3674,17.7974,14.9706,14.8468,30.1283,9.5663,0,0,0,0,0,0
13854.02,0.000276434,0.688642,381.67,193.24,14.6228,14.6228,38.2520,3.5505,3.5505,24.0029,41.4679,65.3645,17.7966,14.9699,14.8462,30.1270,9.5658,0,0,0,0,0,0
13855.02,0.000276420,0.688665,381.67,193.23,14.6284,14.6284,38.2668,3.5518,3.5518,24.0122,41.4840,65.3899,17.8034,14.9757,14.8518,30.1386,9.5695,0,0,0,0,0,0
13856.02,0.000276404,0.688757,381.68,193.23,14.6268,14.6268,38.2624,3.5514,3.5514,24.0094,41.4792,65.3822,17.8014,14.9740,14.8501,30.1351,9.5684,0,0,0,0,0,0
13857.02,0.000276382,0.688773,381.68,193.22,14.6217,14.6217,38.2491,3.5503,3.5503,24.0011,41.4648,65.3596,17.7953,14.9688,14.8451,30.1247,9.5651,0,0,0,0,0,0
13858.02,0.000276361,0.688669,381.69,193.22,14.6224,14.6224,38.2507,3.5504,3.5504,24.0021,41.4666,65.3623,17.7960,14.9694,14.8457,30.1260,9.5655,0,0,0,0,0,0
13859.02,0.000276339,0.688435,381.69,193.21,14.6269,14.6269,38.2627,3.5514,3.5514,24.0097,41.4796,65.3829,17.8015,14.9741,14.8503,30.1354,9.5685,0,0,0,0,0,0
13860.02,0.000276322,0.688389,381.70,193.21,14.6243,14.6243,38.2559,3.5509,3.5509,24.0054,41.4722,65.3712,17.7984,14.9714,14.8477,30.1300,9.5668,0,0,0,0,0,0
13861.02,0.000276306,0.688501,381.70,193.20,14.6213,14.6213,38.2480,3.5502,3.5502,24.0005,41.4637,65.3577,17.7948,14.9684,14.8447,30.1239,9.5649,0,0,0,0,0,0
13862.02,0.000276287,0.688546,381.71,193.20,14.6246,14.6246,38.2566,3.5509,3.5509,24.0058,41.4729,65.3723,17.7987,14.9717,14.8479,30.1306,9.5670,0,0,0,0,0,0
13863.02,0.000276267,0.688461,381.71,193.19,14.6287,14.6287,38.2675,3.5518,3.5518,24.0127,41.4848,65.3910,17.8037,14.9760,14.8521,30.1391,9.5696,0,0,0,0,0,0
13864.02,0.000276243,0.688242,381.72,193.19,14.6273,14.6273,38.2637,3.5515,3.5515,24.0103,41.4806,65.3846,17.8020,14.9745,14.8507,30.1362,9.5687,0,0,0,0,0,0
13865.02,0.000276223,0.688137,381.72,193.18,14.6222,14.6222,38.2504,3.5504,3.5504,24.0020,41.4662,65.3618,17.7959,14.9693,14.8456,30.1257,9.5654,0,0,0,0,0,0
13866.02,0.000276210,0.688237,381.73,193.18,14.6263,14.6263,38.2612,3.5513,3.5513,24.0087,41.4779,65.3803,17.8009,14.9735,14.8497,30.1342,9.5681,0,0,0,0,0,0
13867.02,0.000276192,0.688295,381.73,193.17,14.6285,14.6285,38.2671,3.5518,3.5518,24.0124,41.4843,65.3903,17.8035,14.9758,14.8520,30.1388,9.5695,0,0,0,0,0,0
13868.02,0.000276170,0.688246,381.74,193.17,14.6238,14.6238,38.2545,3.5507,3.5507,24.0045,41.4706,65.3687,17.7978,14.9709,14.8471,30.1289,9.5664,0,0,0,0,0,0
13869.02,0.000276148,0.688076,381.74,193.16,14.6212,14.6212,38.2477,3.5502,3.5502,24.0003,41.4633,65.3572,17.7947,14.9682,14.8446,30.1236,9.5648,0,0,0,0,0,0
