Time(s),VenaCava-Fentanyl-Concentration(ug/mL),Fentanyl-PlasmaConcentration(ug/L),Fentanyl-SystemicMassCleared(ug),Fentanyl-MassInBody(ug),Fentanyl-LeftKidneyTissue-PartitionCoefficient,Fentanyl-RightKidneyTissue-PartitionCoefficient,Fentanyl-BrainTissue-PartitionCoefficient,Fentanyl-RightLungTissue-PartitionCoefficient,Fentanyl-LeftLungTissue-PartitionCoefficient,Fentanyl-LiverTissue-PartitionCoefficient,Fentanyl-BoneTissue-PartitionCoefficient,Fentanyl-FatTissue-PartitionCoefficient,Fentanyl-SkinTissue-PartitionCoefficient,Fentanyl-MuscleTissue-PartitionCoefficient,Fentanyl-SpleenTissue-PartitionCoefficient,Fentanyl-GutTissue-PartitionCoefficient,Fentanyl-MyocardiumTissue-PartitionCoefficient,LiverTissueIntracellular-Fentanyl-MassCleared(ug),LeftKidneyTissueIntracellular-Fentanyl-MassCleared(ug),RightKidneyTissueIntracellular-Fentanyl-MassCleared(ug),LeftKidneyTissueIntracellular-Fentanyl-MassExcreted(ug),RightKidneyTissueIntracellular-Fentanyl-MassExcreted(ug),LiverTissueIntracellular-Fentanyl-MassExcreted(ug)
3113.02,0.001179202,2.726542,279.78,300.12,14.6507,14.6507,38.3258,3.5568,3.5568,24.0491,41.5479,65.4907,17.8304,14.9987,14.8743,30.1848,9.5839,0,0,0,0,0,0
3114.02,0.001179013,2.726561,279.81,300.10,14.6519,14.6519,38.3290,3.5571,3.5571,24.0511,41.5514,65.4963,17.8318,14.9999,14.8756,30.1873,9.5847,0,0,0,0,0,0
3115.02,0.001178793,2.726073,279.83,300.08,14.6564,14.6564,38.3408,3.5581,3.5581,24.0585,41.5642,65.5164,17.8372,15.0045,14.8801,30.1966,9.5875,0,0,0,0,0,0
3116.02,0.001178490,2.725198,279.85,300.06,14.6572,14.6572,38.3428,3.5583,3.5583,24.0598,41.5664,65.5199,17.8381,15.0053,14.8808,30.1981,9.5880,0,0,0,0,0,0
3117.02,0.001178100,2.724096,279.87,300.03,14.6517,14.6517,38.3283,3.5570,3.5570,24.0507,41.5506,65.4950,17.8315,14.9996,14.8753,30.1867,9.5845,0,0,0,0,0,0
3118.02,0.001177672,2.722727,279.89,300.01,14.6515,14.6515,38.3278,3.5570,3.5570,24.0504,41.5501,65.4941,17.8313,14.9995,14.8751,30.1864,9.5844,0,0,0,0,0,0
3119.02,0.001177319,2.722024,279.91,299.99,14.6572,14.6572,38.3430,3.5583,3.5583,24.0599,41.5665,65.5202,17.8382,15.0054,14.8809,30.1983,9.5881,0,0,0,0,0,0
3120.02,0.001177023,2.722137,279.93,299.97,14.6537,14.6537,38.3337,3.5575,3.5575,24.0541,41.5565,65.5042,17.8340,15.0018,14.8774,30.1910,9.5858,0,0,0,0,0,0
3121.02,0.001176754,2.722005,279.95,299.94,14.6498,14.6498,38.3234,3.5566,3.5566,24.0476,41.5453,65.4867,17.8293,14.9977,14.8734,30.1829,9.5833,0,0,0,0,0,0
3122.02,0.001176515,2.721371,279.98,299.92,14.6520,14.6520,38.3290,3.5571,3.5571,24.0512,41.5514,65.4963,17.8318,14.9999,14.8756,30.1873,9.5847,0,0,0,0,0,0
3123.02,0.001176233,2.719997,280.00,299.90,14.6564,14.6564,38.3408,3.5581,3.5581,24.0585,41.5642,65.5165,17.8372,15.0045,14.8801,30.1966,9.5875,0,0,0,0,0,0
3124.02,0.001175884,2.718553,280.02,299.88,14.6541,14.6541,38.3346,3.5576,3.5576,24.0547,41.5575,65.5059,17.8344,15.0021,14.8777,30.1917,9.5860,0,0,0,0,0,0
3125.02,0.001175542,2.718030,280.04,299.85,14.6507,14.6507,38.3258,3.5568,3.5568,24.0492,41.5480,65.4908,17.8304,14.9987,14.8744,30.1848,9.5839,0,0,0,0,0,0
3126.02,0.001175190,2.717764,280.06,299.83,14.6546,14.6546,38.3360,3.5577,3.5577,24.0555,41.5590,65.5083,17.8350,15.0027,14.8782,30.1928,9.5864,0,0,0,0,0,0
3127.02,0.001174828,2.717442,280.08,299.81,14.6575,14.6575,38.3437,3.5584,3.5584,24.0603,41.5673,65.5214,17.8385,15.0057,14.8812,30.1988,9.5882,0,0,0,0,0,0
3128.02,0.001174489,2.716885,280.10,299.79,14.6534,14.6534,38.3329,3.5574,3.5574,24.0536,41.5556,65.5029,17.8336,15.0014,14.8770,30.1904,9.5856,0,0,0,0,0,0
3129.02,0.001174191,2.715764,280.12,299.77,14.6498,14.6498,38.3234,3.5566,3.5566,24.0476,41.5453,65.4867,17.8293,14.9977,14.8734,30.1829,9.5833,0,0,0,0,0,0
3130.02,0.001173971,2.714844,280.15,299.74,14.6553,14.6553,38.3379,3.5579,3.5579,24.0567,41.5611,65.5115,17.8359,15.0034,14.8790,30.1943,9.5868,0,0,0,0,0,0
3131.02,0.001173745,2.714316,280.17,299.72,14.6568,14.6568,38.3419,3.5582,3.5582,24.0592,41.5654,65.5183,17.8377,15.0050,14.8805,30.1974,9.5878,0,0,0,0,0,0
3132.02,0.001173418,2.713895,280.19,299.70,14.6513,14.6513,38.3272,3.5570,3.5570,24.0500,41.5495,65.4932,17.8310,14.9992,14.8749,30.1859,9.5842,0,0,0,0,0,0
3133.02,0.001173032,2.713305,280.21,299.68,14.6506,14.6506,38.3254,3.5568,3.5568,24.0489,41.5475,65.4901,17.8302,14.9985,14.8742,30.1845,9.5838,0,0,0,0,0,0
3134.02,0.001172630,2.712322,280.23,299.65,14.6545,14.6545,38.3358,3.5577,3.5577,24.0554,41.5588,65.5079,17.8349,15.0026,14.8782,30.1926,9.5863,0,0,0,0,0,0
3135.02,0.001172232,2.711151,280.25,299.63,14.6565,14.6565,38.3411,3.5581,3.5581,24.0587,41.5645,65.5170,17.8374,15.0047,14.8802,30.1968,9.5876,0,0,0,0,0,0
3136.02,0.001171958,2.710711,280.27,299.61,14.6500,14.6500,38.3239,3.5567,3.5567,24.0479,41.5458,65.4874,17.8295,14.9979,14.8736,30.1833,9.5834,0,0,0,0,0,0
3137.02,0.001171770,2.710742,280.29,299.59,14.6519,14.6519,38.3288,3.5571,3.5571,24.0510,41.5512,65.4960,17.8318,14.9999,14.8755,30.1872,9.5846,0,0,0,0,0,0
3138.02,0.001171546,2.710211,280.32,299.56,14.6563,14.6563,38.3406,3.5581,3.5581,24.0584,41.5640,65.5161,17.8371,15.0045,14.8800,30.1964,9.5875,0,0,0,0,0,0
3139.02,0.001171241,2.709294,280.34,299.54,14.6566,14.6566,38.3413,3.5581,3.5581,24.0588,41.5647,65.5172,17.8374,15.0047,14.8802,30.1969,9.5876,0,0,0,0,0,0
3140.02,0.001170849,2.708150,280.36,299.52,14.6510,14.6510,38.3266,3.5569,3.5569,24.0496,41.5488,65.4921,17.8307,14.9990,14.8746,30.1854,9.5841,0,0,0,0,0,0
3141.02,0.001170427,2.706795,280.38,299.50,14.6517,14.6517,38.3283,3.5570,3.5570,24.0507,41.5506,65.4950,17.8315,14.9996,14.8753,30.1867,9.5845,0,0,0,0,0,0
3142.02,0.001170086,2.706222,280.40,299.47,14.6567,14.6567,38.3417,3.5582,3.5582,24.0591,41.5652,65.5180,17.8376,15.0049,14.8804,30.1973,9.5878,0,0,0,0,0,0
3143.02,0.001169790,2.706346,280.42,299.45,14.6527,14.6527,38.3310,3.5573,3.5573,24.0524,41.5536,65.4996,17.8327,15.0007,14.8763,30.1889,9.5851,0,0,0,0,0,0
3144.02,0.001169523,2.706171,280.44,299.43,14.6493,14.6493,38.3219,3.5565,3.5565,24.0467,41.5437,65.4841,17.8286,14.9972,14.8729,30.1818,9.5829,0,0,0,0,0,0
3145.02,0.001169286,2.705481,280.46,299.41,14.6518,14.6518,38.3286,3.5571,3.5571,24.0509,41.5509,65.4955,17.8316,14.9998,14.8754,30.1870,9.5845,0,0,0,0,0,0
3146.02,0.001169002,2.704053,280.49,299.38,14.6562,14.6562,38.3403,3.5581,3.5581,24.0582,41.5636,65.5156,17.8370,15.0043,14.8799,30.1962,9.5874,0,0,0,0,0,0
3147.02,0.001168665,2.702716,280.51,299.36,14.6528,14.6528,38.3313,3.5573,3.5573,24.0526,41.5539,65.5001,17.8329,15.0008,14.8764,30.1891,9.5852,0,0,0,0,0,0
3148.02,0.001168330,2.702277,280.53,299.34,14.6503,14.6503,38.3246,3.5567,3.5567,24.0484,41.5466,65.4887,17.8298,14.9982,14.8739,30.1839,9.5836,0,0,0,0,0,0
3149.02,0.001167978,2.701998,280.55,299.32,14.6542,14.6542,38.3350,3.5576,3.5576,24.0549,41.5579,65.5065,17.8346,15.0023,14.8778,30.1920,9.5861,0,0,0,0,0,0
3150.02,0.001167617,2.701637,280.57,299.30,14.6567,14.6567,38.3417,3.5582,3.5582,24.0591,41.5651,65.5179,17.8376,15.0049,14.8804,30.1973,9.5878,0,0,0,0,0,0
3151.02,0.001167281,2.701032,280.59,299.27,14.6523,14.6523,38.3299,3.5572,3.5572,24.0517,41.5524,65.4978,17.8322,15.0003,14.8759,30.1880,9.5849,0,0,0,0,0,0
3152.02,0.001166989,2.699889,280.61,299.25,14.6495,14.6495,38.3224,3.5565,3.5565,24.0470,41.5443,65.4850,17.8288,14.9974,14.8731,30.1822,9.5831,0,0,0,0,0,0
3153.02,0.001166784,2.699086,280.63,299.23,14.6552,14.6552,38.3376,3.5578,3.5578,24.0565,41.5608,65.5110,17.8358,15.0033,14.8789,30.1941,9.5868,0,0,0,0,0,0
3154.02,0.001166558,2.698600,280.65,299.21,14.6559,14.6559,38.3395,3.5580,3.5580,24.0577,41.5628,65.5142,17.8366,15.0040,14.8796,30.1955,9.5872,0,0,0,0,0,0
3155.02,0.001166228,2.698158,280.68,299.18,14.6504,14.6504,38.3248,3.5567,3.5567,24.0485,41.5469,65.4891,17.8299,14.9983,14.8740,30.1840,9.5836,0,0,0,0,0,0
3156.02,0.001165846,2.697531,280.70,299.16,14.6500,14.6500,38.3239,3.5567,3.5567,24.0480,41.5459,65.4876,17.8295,14.9980,14.8736,30.1833,9.5834,0,0,0,0,0,0
3157.02,0.001165445,2.696500,280.72,299.14,14.6540,14.6540,38.3344,3.5576,3.5576,24.0545,41.5573,65.5055,17.8343,15.0021,14.8776,30.1916,9.5860,0,0,0,0,0,0
3158.02,0.001165055,2.695341,280.74,299.12,14.6550,14.6550,38.3371,3.5578,3.5578,24.0562,41.5602,65.5102,17.8355,15.0031,14.8787,30.1937,9.5866,0,0,0,0,0,0
3159.02,0.001164795,2.695033,280.76,299.09,14.6490,14.6490,38.3213,3.5564,3.5564,24.0463,41.5431,65.4831,17.8283,14.9969,14.8726,30.1813,9.5828,0,0,0,0,0,0
3160.02,0.001164609,2.695066,280.78,299.07,14.6515,14.6515,38.3277,3.5570,3.5570,24.0503,41.5500,65.4940,17.8312,14.9994,14.8751,30.1863,9.5843,0,0,0,0,0,0
3161.02,0.001164385,2.694493,280.80,299.05,14.6558,14.6558,38.3393,3.5580,3.5580,24.0576,41.5625,65.5138,17.8365,15.0039,14.8795,30.1954,9.5872,0,0,0,0,0,0
3162.02,0.001164079,2.693541,280.82,299.03,14.6555,14.6555,38.3384,3.5579,3.5579,24.0570,41.5616,65.5123,17.8361,15.0036,14.8791,30.1947,9.5869,0,0,0,0,0,0
3163.02,0.001163688,2.692358,280.84,299.01,14.6500,14.6500,38.3238,3.5567,3.5567,24.0479,41.5458,65.4874,17.8295,14.9979,14.8736,30.1832,9.5834,0,0,0,0,0,0
3164.02,0.001163276,2.691048,280.87,298.98,14.6515,14.6515,38.3278,3.5570,3.5570,24.0504,41.5501,65.4942,17.8313,14.9995,14.8751,30.1864,9.5844,0,0,0,0,0,0
3165.02,0.001162946,2.690592,280.89,298.96,14.6559,14.6559,38.3395,3.5580,3.5580,24.0577,41.5627,65.5141,17.8366,15.0040,14.8796,30.1955,9.5872,0,0,0,0,0,0
3166.02,0.001162651,2.690718,280.91,298.94,14.6514,14.6514,38.3276,3.5570,3.5570,24.0502,41.5498,65.4938,17.8312,14.9994,14.8750,30.1862,9.5843,0,0,0,0,0,0
3167.02,0.001162387,2.690500,280.93,298.92,14.6484,14.6484,38.3196,3.5563,3.5563,24.0453,41.5413,65.4802,17.8275,14.9963,14.8720,30.1800,9.5824,0,0,0,0,0,0
3168.02,0.001162152,2.689754,280.95,298.89,14.6512,14.6512,38.3272,3.5569,3.5569,24.0500,41.5494,65.4931,17.8310,14.9992,14.8749,30.1859,9.5842,0,0,0,0,0,0
3169.02,0.001161866,2.688276,280.97,298.87,14.6556,14.6556,38.3386,3.5579,3.5579,24.0572,41.5618,65.5127,17.8362,15.0037,14.8792,30.1949,9.5870,0,0,0,0,0,0
3170.02,0.001161542,2.687074,280.99,298.85,14.6512,14.6512,38.3270,3.5569,3.5569,24.0499,41.5493,65.4929,17.8309,14.9992,14.8748,30.1858,9.5842,0,0,0,0,0,0
3171.02,0.001161213,2.686706,281.01,298.83,14.6495,14.6495,38.3225,3.5565,3.5565,24.0471,41.5444,65.4852,17.8289,14.9974,14.8731,30.1822,9.5831,0,0,0,0,0,0
3172.02,0.001160860,2.686407,281.03,298.81,14.6535,14.6535,38.3332,3.5575,3.5575,24.0537,41.5559,65.5034,17.8337,15.0016,14.8772,30.1906,9.5857,0,0,0,0,0,0
3173.02,0.001160501,2.686007,281.05,298.78,14.6557,14.6557,38.3390,3.5580,3.5580,24.0574,41.5622,65.5133,17.8364,15.0038,14.8794,30.1951,9.5871,0,0,0,0,0,0
3174.02,0.001160168,2.685353,281.08,298.76,14.6509,14.6509,38.3263,3.5569,3.5569,24.0495,41.5485,65.4916,17.8306,14.9989,14.8745,30.1852,9.5840,0,0,0,0,0,0
3175.02,0.001159878,2.684157,281.10,298.74,14.6486,14.6486,38.3202,3.5564,3.5564,24.0456,41.5419,65.4812,17.8278,14.9965,14.8722,30.1804,9.5825,0,0,0,0,0,0
3176.02,0.001159645,2.683227,281.12,298.72,14.6545,14.6545,38.3358,3.5577,3.5577,24.0554,41.5588,65.5080,17.8350,15.0026,14.8782,30.1927,9.5863,0,0,0,0,0,0
3177.02,0.001159376,2.682821,281.14,298.70,14.6544,14.6544,38.3354,3.5576,3.5576,24.0551,41.5583,65.5072,17.8347,15.0024,14.8780,30.1923,9.5862,0,0,0,0,0,0
3178.02,0.001159025,2.682457,281.16,298.67,14.6490,14.6490,38.3211,3.5564,3.5564,24.0462,41.5429,65.4828,17.8282,14.9969,14.8726,30.1812,9.5827,0,0,0,0,0,0
3179.02,0.001158652,2.681837,281.18,298.65,14.6491,14.6491,38.3216,3.5565,3.5565,24.0465,41.5434,65.4836,17.8284,14.9970,14.8727,30.1815,9.5828,0,0,0,0,0,0
3180.02,0.001158293,2.681026,281.20,298.63,14.6531,14.6531,38.3321,3.5574,3.5574,24.0531,41.5548,65.5016,17.8333,15.0012,14.8768,30.1898,9.5854,0,0,0,0,0,0
3181.02,0.001157975,2.679948,281.22,298.61,14.6529,14.6529,38.3317,3.5573,3.5573,24.0528,41.5543,65.5008,17.8330,15.0010,14.8766,30.1894,9.5853,0,0,0,0,0,0
3182.02,0.001157763,2.679430,281.24,298.58,14.6475,14.6475,38.3172,3.5561,3.5561,24.0438,41.5387,65.4761,17.8264,14.9953,14.8711,30.1781,9.5818,0,0,0,0,0,0
3183.02,0.001157553,2.679096,281.26,298.56,14.6502,14.6502,38.3245,3.5567,3.5567,24.0483,41.5465,65.4885,17.8298,14.9982,14.8738,30.1838,9.5836,0,0,0,0,0,0
3184.02,0.001157257,2.678599,281.29,298.54,14.6543,14.6543,38.3353,3.5576,3.5576,24.0551,41.5583,65.5071,17.8347,15.0024,14.8780,30.1923,9.5862,0,0,0,0,0,0
3185.02,0.001156894,2.677841,281.31,298.52,14.6528,14.6528,38.3313,3.5573,3.5573,24.0526,41.5539,65.5003,17.8329,15.0008,14.8765,30.1892,9.5852,0,0,0,0,0,0
3186.02,0.001156500,2.676752,281.33,298.50,14.6475,14.6475,38.3174,3.5561,3.5561,24.0439,41.5388,65.4764,17.8265,14.9954,14.8711,30.1782,9.5818,0,0,0,0,0,0
3187.02,0.001156154,2.675777,281.35,298.47,14.6501,14.6501,38.3241,3.5567,3.5567,24.0481,41.5461,65.4879,17.8296,14.9980,14.8737,30.1835,9.5835,0,0,0,0,0,0
3188.02,0.001155942,2.675632,281.37,298.45,14.6537,14.6537,38.3338,3.5575,3.5575,24.0541,41.5566,65.5044,17.8340,15.0018,14.8774,30.1910,9.5858,0,0,0,0,0,0
3189.02,0.001155737,2.675336,281.39,298.43,14.6487,14.6487,38.3203,3.5564,3.5564,24.0457,41.5420,65.4814,17.8279,14.9965,14.8723,30.1805,9.5825,0,0,0,0,0,0
3190.02,0.001155473,2.674763,281.41,298.41,14.6461,14.6461,38.3137,3.5558,3.5558,24.0415,41.5348,65.4700,17.8248,14.9940,14.8697,30.1753,9.5809,0,0,0,0,0,0
3191.02,0.001155150,2.673919,281.43,298.39,14.6494,14.6494,38.3222,3.5565,3.5565,24.0469,41.5441,65.4847,17.8287,14.9973,14.8730,30.1820,9.5830,0,0,0,0,0,0
3192.02,0.001154769,2.672705,281.45,298.36,14.6534,14.6534,38.3328,3.5574,3.5574,24.0535,41.5555,65.5028,17.8336,15.0014,14.8770,30.1903,9.5856,0,0,0,0,0,0
3193.02,0.001154390,2.671512,281.47,298.34,14.6483,14.6483,38.3193,3.5563,3.5563,24.0451,41.5409,65.4796,17.8274,14.9961,14.8719,30.1797,9.5823,0,0,0,0,0,0
3194.02,0.001154103,2.671311,281.49,298.32,14.6470,14.6470,38.3160,3.5560,3.5560,24.0430,41.5373,65.4740,17.8259,14.9949,14.8706,30.1771,9.5815,0,0,0,0,0,0
3195.02,0.001153856,2.671321,281.52,298.30,14.6512,14.6512,38.3271,3.5569,3.5569,24.0499,41.5493,65.4929,17.8309,14.9992,14.8748,30.1858,9.5842,0,0,0,0,0,0
3196.02,0.001153602,2.671005,281.54,298.28,14.6529,14.6529,38.3315,3.5573,3.5573,24.0527,41.5541,65.5006,17.8330,15.0009,14.8765,30.1893,9.5853,0,0,0,0,0,0
3197.02,0.001153327,2.670034,281.56,298.25,14.6476,14.6476,38.3176,3.5561,3.5561,24.0440,41.5390,65.4767,17.8266,14.9955,14.8712,30.1784,9.5819,0,0,0,0,0,0
3198.02,0.001153004,2.668696,281.58,298.23,14.6454,14.6454,38.3118,3.5556,3.5556,24.0403,41.5327,65.4667,17.8239,14.9932,14.8690,30.1738,9.5804,0,0,0,0,0,0
3199.02,0.001152678,2.667631,281.60,298.21,14.6515,14.6515,38.3279,3.5570,3.5570,24.0504,41.5502,65.4944,17.8313,14.9995,14.8751,30.1865,9.5844,0,0,0,0,0,0
3200.02,0.001152365,2.667237,281.62,298.19,14.6503,14.6503,38.3246,3.5567,3.5567,24.0484,41.5467,65.4888,17.8298,14.9982,14.8739,30.1839,9.5836,0,0,0,0,0,0
3201.02,0.001152046,2.667171,281.64,298.17,14.6454,14.6454,38.3118,3.5556,3.5556,24.0404,41.5327,65.4668,17.8240,14.9932,14.8690,30.1738,9.5804,0,0,0,0,0,0
3202.02,0.001151737,2.666753,281.66,298.14,14.6465,14.6465,38.3146,3.5559,3.5559,24.0421,41.5358,65.4716,17.8252,14.9943,14.8701,30.1760,9.5811,0,0,0,0,0,0
3203.02,0.001151447,2.666008,281.68,298.12,14.6508,14.6508,38.3259,3.5568,3.5568,24.0492,41.5480,65.4909,17.8304,14.9987,14.8744,30.1849,9.5839,0,0,0,0,0,0
3204.02,0.001151156,2.664774,281.70,298.10,14.6513,14.6513,38.3272,3.5569,3.5569,24.0500,41.5495,65.4932,17.8310,14.9992,14.8749,30.1859,9.5842,0,0,0,0,0,0
3205.02,0.001150910,2.663904,281.72,298.08,14.6453,14.6453,38.3113,3.5556,3.5556,24.0401,41.5323,65.4660,17.8238,14.9930,14.8688,30.1735,9.5803,0,0,0,0,0,0
3206.02,0.001150658,2.663599,281.75,298.06,14.6484,14.6484,38.3197,3.5563,3.5563,24.0453,41.5413,65.4803,17.8276,14.9963,14.8720,30.1800,9.5824,0,0,0,0,0,0
3207.02,0.001150339,2.663227,281.77,298.03,14.6521,14.6521,38.3295,3.5571,3.5571,24.0514,41.5519,65.4971,17.8320,15.0001,14.8758,30.1877,9.5848,0,0,0,0,0,0
3208.02,0.001149974,2.662601,281.79,298.01,14.6492,14.6492,38.3218,3.5565,3.5565,24.0466,41.5436,65.4839,17.8285,14.9971,14.8728,30.1817,9.5829,0,0,0,0,0,0
3209.02,0.001149616,2.661883,281.81,297.99,14.6447,14.6447,38.3099,3.5555,3.5555,24.0392,41.5307,65.4635,17.8231,14.9925,14.8683,30.1723,9.5800,0,0,0,0,0,0
3210.02,0.001149319,2.660829,281.83,297.97,14.6480,14.6480,38.3185,3.5562,3.5562,24.0446,41.5400,65.4783,17.8270,14.9958,14.8716,30.1791,9.5821,0,0,0,0,0,0
3211.02,0.001149126,2.660246,281.85,297.95,14.6518,14.6518,38.3287,3.5571,3.5571,24.0509,41.5510,65.4957,17.8317,14.9998,14.8754,30.1870,9.5846,0,0,0,0,0,0
3212.02,0.001148903,2.659854,281.87,297.92,14.6466,14.6466,38.3148,3.5559,3.5559,24.0423,41.5360,65.4720,17.8253,14.9944,14.8702,30.1762,9.5812,0,0,0,0,0,0
3213.02,0.001148593,2.659413,281.89,297.90,14.6450,14.6450,38.3107,3.5555,3.5555,24.0397,41.5316,65.4650,17.8235,14.9928,14.8686,30.1730,9.5802,0,0,0,0,0,0
3214.02,0.001148238,2.658699,281.91,297.88,14.6488,14.6488,38.3206,3.5564,3.5564,24.0459,41.5423,65.4819,17.8280,14.9967,14.8724,30.1807,9.5826,0,0,0,0,0,0
3215.02,0.001147847,2.657612,281.93,297.86,14.6524,14.6524,38.3302,3.5572,3.5572,24.0519,41.5526,65.4982,17.8324,15.0004,14.8760,30.1882,9.5849,0,0,0,0,0,0
3216.02,0.001147448,2.656294,281.95,297.84,14.6473,14.6473,38.3168,3.5561,3.5561,24.0435,41.5382,65.4754,17.8263,14.9952,14.8709,30.1778,9.5817,0,0,0,0,0,0
3217.02,0.001147171,2.656174,281.97,297.81,14.6466,14.6466,38.3148,3.5559,3.5559,24.0422,41.5360,65.4719,17.8253,14.9944,14.8701,30.1762,9.5812,0,0,0,0,0,0
3218.02,0.001146965,2.656257,281.99,297.79,14.6511,14.6511,38.3269,3.5569,3.5569,24.0498,41.5491,65.4926,17.8309,14.9991,14.8748,30.1857,9.5841,0,0,0,0,0,0
3219.02,0.001146734,2.655675,282.02,297.77,14.6523,14.6523,38.3300,3.5572,3.5572,24.0518,41.5525,65.4980,17.8323,15.0003,14.8760,30.1881,9.5849,0,0,0,0,0,0
3220.02,0.001146437,2.654756,282.04,297.75,14.6468,14.6468,38.3154,3.5559,3.5559,24.0426,41.5367,65.4730,17.8256,14.9946,14.8704,30.1767,9.5813,0,0,0,0,0,0
3221.02,0.001146074,2.653576,282.06,297.73,14.6454,14.6454,38.3118,3.5556,3.5556,24.0404,41.5327,65.4668,17.8240,14.9932,14.8690,30.1738,9.5804,0,0,0,0,0,0
3222.02,0.001145696,2.652328,282.08,297.70,14.6510,14.6510,38.3264,3.5569,3.5569,24.0495,41.5486,65.4918,17.8306,14.9989,14.8746,30.1853,9.5840,0,0,0,0,0,0
3223.02,0.001145362,2.651811,282.10,297.68,14.6492,14.6492,38.3217,3.5565,3.5565,24.0466,41.5435,65.4837,17.8285,14.9971,14.8728,30.1816,9.5829,0,0,0,0,0,0
3224.02,0.001145049,2.651787,282.12,297.66,14.6450,14.6450,38.3106,3.5555,3.5555,24.0396,41.5315,65.4648,17.8234,14.9928,14.8685,30.1729,9.5802,0,0,0,0,0,0
3225.02,0.001144763,2.651689,282.14,297.64,14.6471,14.6471,38.3161,3.5560,3.5560,24.0431,41.5374,65.4742,17.8259,14.9949,14.8706,30.1772,9.5815,0,0,0,0,0,0
3226.02,0.001144517,2.650989,282.16,297.62,14.6515,14.6515,38.3279,3.5570,3.5570,24.0505,41.5502,65.4944,17.8313,14.9995,14.8752,30.1865,9.5844,0,0,0,0,0,0
3227.02,0.001144234,2.649561,282.18,297.60,14.6524,14.6524,38.3303,3.5572,3.5572,24.0519,41.5528,65.4984,17.8324,15.0004,14.8761,30.1883,9.5850,0,0,0,0,0,0
3228.02,0.001143931,2.648452,282.20,297.57,14.6460,14.6460,38.3132,3.5558,3.5558,24.0413,41.5343,65.4693,17.8246,14.9938,14.8695,30.1750,9.5808,0,0,0,0,0,0
3229.02,0.001143635,2.648098,282.22,297.55,14.6493,14.6493,38.3220,3.5565,3.5565,24.0468,41.5438,65.4843,17.8286,14.9972,14.8729,30.1819,9.5829,0,0,0,0,0,0
3230.02,0.001143303,2.647800,282.24,297.53,14.6525,14.6525,38.3306,3.5572,3.5572,24.0521,41.5531,65.4989,17.8325,15.0005,14.8762,30.1885,9.5850,0,0,0,0,0,0
3231.02,0.001142935,2.647242,282.26,297.51,14.6486,14.6486,38.3202,3.5564,3.5564,24.0456,41.5419,65.4812,17.8278,14.9965,14.8722,30.1804,9.5825,0,0,0,0,0,0
3232.02,0.001142586,2.646597,282.29,297.49,14.6450,14.6450,38.3106,3.5555,3.5555,24.0397,41.5315,65.4648,17.8234,14.9928,14.8686,30.1729,9.5802,0,0,0,0,0,0
3233.02,0.001142281,2.645583,282.31,297.46,14.6482,14.6482,38.3190,3.5562,3.5562,24.0449,41.5406,65.4792,17.8273,14.9960,14.8718,30.1795,9.5822,0,0,0,0,0,0
3234.02,0.001142071,2.644813,282.33,297.44,14.6523,14.6523,38.3300,3.5572,3.5572,24.0518,41.5525,65.4979,17.8323,15.0003,14.8759,30.1881,9.5849,0,0,0,0,0,0
3235.02,0.001141854,2.644394,282.35,297.42,14.6467,14.6467,38.3152,3.5559,3.5559,24.0425,41.5365,65.4727,17.8255,14.9946,14.8703,30.1765,9.5813,0,0,0,0,0,0
3236.02,0.001141557,2.644024,282.37,297.40,14.6458,14.6458,38.3127,3.5557,3.5557,24.0410,41.5338,65.4684,17.8244,14.9936,14.8694,30.1746,9.5807,0,0,0,0,0,0
3237.02,0.001141210,2.643403,282.39,297.38,14.6496,14.6496,38.3228,3.5566,3.5566,24.0473,41.5447,65.4856,17.8290,14.9975,14.8732,30.1825,9.5831,0,0,0,0,0,0
3238.02,0.001140829,2.642428,282.41,297.36,14.6525,14.6525,38.3304,3.5572,3.5572,24.0520,41.5530,65.4987,17.8325,15.0005,14.8761,30.1884,9.5850,0,0,0,0,0,0
3239.02,0.001140428,2.641094,282.43,297.33,14.6477,14.6477,38.3179,3.5562,3.5562,24.0442,41.5394,65.4772,17.8267,14.9956,14.8713,30.1786,9.5819,0,0,0,0,0,0
3240.02,0.001140142,2.640744,282.45,297.31,14.6473,14.6473,38.3167,3.5561,3.5561,24.0435,41.5381,65.4753,17.8262,14.9952,14.8709,30.1777,9.5817,0,0,0,0,0,0
3241.02,0.001139947,2.640830,282.47,297.29,14.6522,14.6522,38.3296,3.5572,3.5572,24.0515,41.5521,65.4973,17.8321,15.0002,14.8758,30.1878,9.5848,0,0,0,0,0,0
3242.02,0.001139725,2.640336,282.49,297.27,14.6524,14.6524,38.3302,3.5572,3.5572,24.0519,41.5527,65.4983,17.8324,15.0004,14.8760,30.1882,9.5849,0,0,0,0,0,0
3243.02,0.001139439,2.639518,282.51,297.25,14.6467,14.6467,38.3151,3.5559,3.5559,24.0425,41.5364,65.4725,17.8255,14.9945,14.8703,30.1764,9.5813,0,0,0,0,0,0
3244.02,0.001139088,2.638449,282.53,297.22,14.6460,14.6460,38.3132,3.5558,3.5558,24.0413,41.5343,65.4693,17.8246,14.9938,14.8696,30.1750,9.5808,0,0,0,0,0,0
