Time(s),AorticWallStrain,Afferent_AorticBaroreceptor,PleuralPressure,Test_FilteredCVP,Test_CentralSignal,MeanLungVolume,MuscleAutoregulation,Afferent_Baroreceptor,Afferent_Chemoreceptor,Afferent_PulmonaryStretch,Ursino_SympatheticNode,Ursino_SympatheticPeripheral,Afferent_Strain,Ursino_Parasympathetic,HypoxiaThreshold_Heart,HypoxiaThreshold_Peripheral,HypocapniaThreshold_Heart,HypocapniaThreshold_Peripheral,BaroreceptorOperatingPoint,SympatheticFatigue,HeartRateMod_Sympathetic,HeartRateMod_Vagal,ResistanceScale_Muscle,ResistanceScale_Splanchnic,ResistanceScale_Extrasplanchnic,ResistanceScale_Myocardium,Resistance_TotalPeripheral(mmHg_s_Per_mL),ElastanceScale,ComplianceScale,ComplianceModifier,VenaCava_Volume(mL),InsulinSynthesisRate(pmol/min)
83.38,0.0439053,27.3612,-4.16966,8.16133,9.96874,2.67518,0,25.2938,3.5156,11.9773,4.4646,4.02072,0.0423697,3.72694,0.492814,1.83549e-14,-0.0252448,-0.0252448,114.022,0,-0.230954,0.577405,0.999542,0.999824,0.999543,0.999984,0.936327,1.00508,1.00002,-0.0995126,1107.21,126
83.40,0.0439052,27.3618,-4.17076,8.16135,9.96877,2.67586,0,25.2938,3.51559,11.9752,4.46453,4.02077,0.0423698,3.7272,0.492815,1.83549e-14,-0.0252602,-0.0252602,114.022,0,-0.230956,0.577418,0.999546,0.999825,0.999546,0.999982,0.936327,1.00508,1.00002,-0.0995127,1104.17,126
83.42,0.0439051,27.3624,-4.17192,8.16135,9.96877,2.67664,0,25.2938,3.51558,11.9732,4.46447,4.02081,0.0423698,3.72746,0.492817,1.83549e-14,-0.0252755,-0.0252755,114.022,0,-0.230958,0.577431,0.999549,0.999826,0.999549,0.999981,0.936327,1.00508,1.00002,-0.0995128,1100.97,126
83.44,0.043905,27.3631,-4.17316,8.16132,9.96874,2.67751,0,25.2938,3.51557,11.9713,4.46441,4.02086,0.0423698,3.72771,0.492819,1.83549e-14,-0.0252909,-0.0252909,114.022,0,-0.230959,0.577444,0.999553,0.999828,0.999553,0.99998,0.936327,1.00508,1.00002,-0.099513,1097.81,126
83.46,0.0439049,27.3638,-4.17447,8.16127,9.96866,2.67849,0,25.2938,3.51556,11.9695,4.46436,4.02091,0.0423698,3.72797,0.49282,1.83549e-14,-0.0253063,-0.0253063,114.022,0,-0.230961,0.577458,0.999556,0.999829,0.999556,0.999979,0.936327,1.00508,1.00002,-0.0995131,1094.78,126
83.48,0.0439048,27.3645,-4.17585,8.1612,9.96855,2.67955,0,25.2938,3.51555,11.9677,4.46431,4.02096,0.0423698,3.72821,0.492822,1.83549e-14,-0.0253216,-0.0253216,114.022,0,-0.230963,0.577472,0.99956,0.99983,0.99956,0.999978,0.936327,1.00508,1.00002,-0.0995132,1091.92,126
83.50,0.0439047,27.3653,-4.17729,8.1611,9.96841,2.68071,0,25.2938,3.51555,11.9659,4.46426,4.02102,0.0423699,3.72846,0.492823,1.83549e-14,-0.025337,-0.025337,114.022,0,-0.230964,0.577486,0.999563,0.999832,0.999563,0.999978,0.936327,1.00508,1.00002,-0.0995134,1089.25,126
83.52,0.0439047,27.3661,-4.1788,8.16099,9.96825,2.68197,0,25.2938,3.51554,11.9643,4.46422,4.02107,0.0423699,3.7287,0.492825,1.83549e-14,-0.0253523,-0.0253523,114.022,0,-0.230966,0.577501,0.999567,0.999833,0.999567,0.999977,0.936327,1.00508,1.00002,-0.0995135,1086.76,126
83.54,0.0439046,27.3669,-4.18037,8.16086,9.96805,2.68331,0,25.2938,3.51553,11.9627,4.46418,4.02112,0.0423699,3.72893,0.492826,1.83549e-14,-0.0253676,-0.0253676,114.022,0,-0.230967,0.577516,0.99957,0.999835,0.999571,0.999978,0.936327,1.00508,1.00002,-0.0995137,1084.45,126
83.56,0.0439046,27.3678,-4.182,8.16071,9.96784,2.68474,0,25.2938,3.51552,11.9612,4.46414,4.02117,0.0423699,3.72916,0.492828,1.83549e-14,-0.025383,-0.025383,114.022,0,-0.230969,0.577531,0.999574,0.999836,0.999574,0.999978,0.936327,1.00508,1.00002,-0.0995138,1082.32,126
83.58,0.0439046,27.3687,-4.18369,8.16055,9.9676,2.68626,0,25.2938,3.51551,11.9598,4.46411,4.02122,0.0423699,3.72938,0.492829,1.83549e-14,-0.0253983,-0.0253983,114.022,0,-0.23097,0.577547,0.999578,0.999837,0.999578,0.999979,0.936327,1.00508,1.00002,-0.099514,1080.37,126
83.60,0.0439046,27.3696,-4.18544,8.16037,9.96735,2.68786,0,25.2938,3.5155,11.9585,4.46407,4.02127,0.04237,3.7296,0.492831,1.83549e-14,-0.0254136,-0.0254136,114.022,0,-0.230971,0.577563,0.999581,0.999839,0.999582,0.99998,0.936327,1.00508,1.00002,-0.0995141,1078.57,126
83.62,0.0439046,27.3705,-4.18725,8.16019,9.96708,2.68955,0,25.2938,3.51549,11.9572,4.46404,4.02131,0.04237,3.72981,0.492832,1.8355e-14,-0.0254289,-0.0254289,114.022,0,-0.230973,0.577579,0.999585,0.99984,0.999585,0.999981,0.936327,1.00508,1.00002,-0.0995143,1076.94,126
83.64,0.0439047,27.3715,-4.18911,8.16,9.9668,2.69131,0,25.2938,3.51548,11.9561,4.464,4.02135,0.04237,3.73001,0.492834,1.8355e-14,-0.0254442,-0.0254442,114.022,0,-0.230974,0.577595,0.999589,0.999842,0.999589,0.999983,0.936327,1.00508,1.00002,-0.0995144,1075.45,126
83.66,0.0439047,27.3725,-4.19103,8.1598,9.96651,2.69315,0,25.2938,3.51548,11.955,4.46397,4.02139,0.04237,3.73021,0.492835,1.8355e-14,-0.0254595,-0.0254595,114.022,0,-0.230975,0.577611,0.999593,0.999843,0.999593,0.999985,0.936327,1.00508,1.00002,-0.0995146,1074.11,126
83.68,0.0439048,27.3735,-4.193,8.15959,9.96621,2.69507,0,25.2938,3.51547,11.954,4.46393,4.02142,0.04237,3.7304,0.492837,1.8355e-14,-0.0254747,-0.0254747,114.022,0,-0.230976,0.577628,0.999596,0.999845,0.999597,0.999987,0.936327,1.00508,1.00002,-0.0995147,1072.9,126
83.70,0.0439049,27.3746,-4.19503,8.15939,9.96591,2.69707,0,25.2938,3.51546,11.9532,4.46389,4.02145,0.0423701,3.73058,0.492839,1.8355e-14,-0.02549,-0.02549,114.022,0,-0.230977,0.577645,0.9996,0.999846,0.9996,0.99999,0.936327,1.00508,1.00002,-0.0995149,1071.81,126
83.72,0.043905,27.3756,-4.1971,8.15917,9.9656,2.69913,0,25.2938,3.51545,11.9524,4.46386,4.02147,0.0423701,3.73075,0.49284,1.8355e-14,-0.0255053,-0.0255053,114.022,0,-0.230978,0.577662,0.999604,0.999847,0.999604,0.999993,0.936327,1.00508,1.00002,-0.0995151,1070.86,126
83.74,0.0439051,27.3767,-4.19923,8.15896,9.96529,2.70127,0,25.2938,3.51544,11.9517,4.46382,4.02149,0.0423701,3.73091,0.492842,1.8355e-14,-0.0255205,-0.0255205,114.022,0,-0.230979,0.577679,0.999608,0.999849,0.999608,0.999996,0.936327,1.00508,1.00002,-0.0995152,1071.22,126
83.76,0.0439052,27.3778,-4.2014,8.15876,9.965,2.70348,0,25.2938,3.51543,11.9512,4.46377,4.0215,0.0423701,3.73107,0.492843,1.8355e-14,-0.0255358,-0.0255358,114.022,0,-0.23098,0.577696,0.999612,0.99985,0.999612,0.999999,0.936327,1.00508,1.00002,-0.0995154,1072.27,126
83.78,0.0439053,27.379,-4.20362,8.15858,9.96473,2.70575,0,25.2938,3.51542,11.9507,4.46371,4.02149,0.0423701,3.73122,0.492845,1.8355e-14,-0.025551,-0.025551,114.022,0,-0.230981,0.577713,0.999615,0.999852,0.999615,1,0.936092,1.00508,1.00002,-0.0995156,1073.68,126
83.80,0.0439055,27.3796,-4.20589,8.15842,9.9645,2.70809,0,25.2931,3.51542,11.9504,4.46375,4.02157,0.0423701,3.73125,0.492846,1.8355e-14,-0.0255662,-0.0255662,114.022,0,-0.230982,0.57773,0.999619,0.999853,0.999619,1,0.936092,1.00508,1.00002,-0.0995157,1075.29,126
83.82,0.0439056,27.3808,-4.2082,8.15828,9.9643,2.71049,0,25.2931,3.51541,11.9501,4.46367,4.02154,0.0423701,3.73137,0.492848,1.8355e-14,-0.0255813,-0.0255813,114.022,0,-0.230983,0.577747,0.999623,0.999855,0.999623,1,0.936092,1.00508,1.00002,-0.0995159,1077.02,126
83.84,0.0439058,27.382,-4.21055,8.15817,9.96413,2.71295,0,25.2931,3.5154,11.95,4.46359,4.0215,0.0423701,3.73149,0.492849,1.83551e-14,-0.0255962,-0.0255962,114.022,0,-0.230984,0.577764,0.999627,0.999856,0.999627,1,0.936092,1.00509,1.00002,-0.0995161,1078.83,126
83.86,0.043906,27.3832,-4.21295,8.15808,9.964,2.71546,0,25.2931,3.51539,11.95,4.4635,4.02145,0.0423701,3.7316,0.492851,1.83551e-14,-0.0256109,-0.0256109,114.022,0,-0.230985,0.577781,0.99963,0.999858,0.99963,1,0.936092,1.00509,1.00002,-0.0995162,1080.68,126
83.88,0.0439062,27.3844,-4.21539,8.15802,9.96391,2.71804,0,25.2931,3.51538,11.9501,4.4634,4.02139,0.0423701,3.7317,0.492853,1.83551e-14,-0.0256253,-0.0256253,114.022,0,-0.230985,0.577798,0.999634,0.999859,0.999634,1,0.936092,1.00509,1.00002,-0.0995164,1082.57,126
83.90,0.0439064,27.3857,-4.21787,8.15798,9.96386,2.72067,0,25.2931,3.51537,11.9503,4.46328,4.02131,0.0423701,3.73179,0.492854,1.83552e-14,-0.0256395,-0.0256395,114.022,0,-0.230986,0.577815,0.999638,0.99986,0.999638,1,0.936092,1.00509,1.00002,-0.0995165,1084.49,126
83.92,0.0439066,27.387,-4.22039,8.15797,9.96384,2.72335,0,25.2931,3.51537,11.9506,4.46316,4.02122,0.0423702,3.73187,0.492856,1.83552e-14,-0.0256536,-0.0256536,114.022,0,-0.230986,0.577832,0.999641,0.999862,0.999641,1,0.936092,1.00509,1.00002,-0.0995167,1086.43,126
83.94,0.0439069,27.3883,-4.22295,8.15799,9.96387,2.72609,0,25.2931,3.51536,11.951,4.46303,4.02112,0.0423702,3.73194,0.492858,1.83552e-14,-0.0256675,-0.0256675,114.022,0,-0.230987,0.577849,0.999644,0.999863,0.999644,1,0.936092,1.00509,1.00002,-0.0995168,1088.39,126
83.96,0.0439071,27.3896,-4.22554,8.15803,9.96393,2.72887,0,25.2931,3.51535,11.9516,4.46289,4.021,0.0423702,3.732,0.49286,1.83553e-14,-0.0256813,-0.0256813,114.022,0,-0.230987,0.577865,0.999648,0.999864,0.999648,1,0.936092,1.00509,1.00002,-0.099517,1090.36,126
83.98,0.0439074,27.3909,-4.22818,8.1581,9.96403,2.7317,0,25.2931,3.51534,11.9523,4.46273,4.02087,0.0423702,3.73204,0.492862,1.83553e-14,-0.0256949,-0.0256949,114.022,0,-0.230987,0.577882,0.999651,0.999865,0.999651,1,0.936092,1.00509,1.00002,-0.0995171,1092.33,126
84.00,0.0439077,27.3923,-4.23084,8.1582,9.96417,2.73457,0,25.2931,3.51533,11.9531,4.46257,4.02073,0.0423702,3.73208,0.492863,1.83554e-14,-0.0257085,-0.0257085,114.022,0,-0.230987,0.577898,0.999654,0.999867,0.999654,1,0.936092,1.00509,1.00002,-0.0995172,1094.31,126
84.02,0.043908,27.3936,-4.23354,8.15832,9.96435,2.73749,0,25.2931,3.51532,11.954,4.4624,4.02057,0.0423702,3.7321,0.492865,1.83555e-14,-0.025722,-0.025722,114.022,0,-0.230987,0.577915,0.999657,0.999868,0.999657,1,0.936092,1.00509,1.00002,-0.0995173,1096.29,126
84.04,0.0439083,27.395,-4.23628,8.15847,9.96457,2.74045,0,25.2931,3.51532,11.955,4.46221,4.0204,0.0423702,3.73212,0.492867,1.83555e-14,-0.0257354,-0.0257354,114.022,0,-0.230986,0.577931,0.999659,0.999869,0.999659,0.999999,0.936092,1.00509,1.00001,-0.0995174,1098.27,126
84.06,0.0439086,27.3964,-4.23904,8.15865,9.96483,2.74345,0,25.2931,3.51531,11.9562,4.46202,4.02022,0.0423702,3.73212,0.492869,1.83556e-14,-0.0257487,-0.0257487,114.022,0,-0.230986,0.577947,0.999662,0.99987,0.999662,0.999998,0.936092,1.00509,1.00001,-0.0995175,1100.25,126
84.08,0.043909,27.3978,-4.24184,8.15885,9.96513,2.74649,0,25.2931,3.5153,11.9575,4.46181,4.02002,0.0423702,3.73211,0.492871,1.83556e-14,-0.025762,-0.025762,114.022,0,-0.230985,0.577962,0.999664,0.999871,0.999664,0.999996,0.936092,1.00509,1.00001,-0.0995176,1102.23,126
84.10,0.0439094,27.3993,-4.24467,8.15909,9.96547,2.74957,0,25.2931,3.51529,11.9589,4.4616,4.01981,0.0423702,3.73209,0.492873,1.83557e-14,-0.0257753,-0.0257753,114.022,0,-0.230984,0.577978,0.999666,0.999872,0.999667,0.999995,0.936092,1.00509,1.00001,-0.0995177,1104.2,126
84.12,0.0439097,27.4007,-4.24752,8.15935,9.96585,2.75268,0,25.2931,3.51528,11.9604,4.46138,4.01959,0.0423702,3.73206,0.492874,1.83557e-14,-0.0257885,-0.0257885,114.022,0,-0.230983,0.577993,0.999668,0.999872,0.999669,0.999993,0.936092,1.00509,1.00001,-0.0995178,1106.17,126
84.14,0.0439101,27.4021,-4.25041,8.15963,9.96627,2.75582,0,25.2931,3.51527,11.9621,4.46114,4.01935,0.0423702,3.73201,0.492876,1.83558e-14,-0.0258017,-0.0258017,114.022,0,-0.230982,0.578008,0.99967,0.999873,0.99967,0.999991,0.936092,1.00509,1.00001,-0.0995178,1108.13,126
84.16,0.0439105,27.4036,-4.25331,8.15995,9.96673,2.75899,0,25.2931,3.51527,11.9638,4.4609,4.0191,0.0423702,3.73196,0.492878,1.83559e-14,-0.0258148,-0.0258148,114.022,0,-0.230981,0.578022,0.999672,0.999874,0.999672,0.999989,0.936092,1.00509,1.00001,-0.0995179,1110.09,126
84.18,0.0439109,27.4051,-4.25625,8.16029,9.96722,2.76219,0,25.2931,3.51526,11.9657,4.46065,4.01884,0.0423702,3.73189,0.49288,1.83559e-14,-0.025828,-0.025828,114.022,0,-0.230979,0.578036,0.999673,0.999874,0.999673,0.999987,0.936092,1.00508,1.00001,-0.0995179,1111.03,126
84.20,0.0439114,27.4066,-4.25921,8.16064,9.96774,2.76542,0,25.2931,3.51525,11.9678,4.46039,4.01857,0.0423702,3.73181,0.492882,1.8356e-14,-0.0258411,-0.0258411,114.022,0,-0.230978,0.57805,0.999674,0.999875,0.999675,0.999986,0.936092,1.00508,1.00001,-0.0995179,1109.73,126
84.22,0.0439118,27.408,-4.26219,8.161,9.96826,2.76868,0,25.2931,3.51524,11.9699,4.46013,4.01829,0.0423702,3.73172,0.492884,1.8356e-14,-0.0258542,-0.0258542,114.022,0,-0.230976,0.578064,0.999675,0.999875,0.999675,0.999984,0.936092,1.00508,1.00001,-0.0995179,1107.22,126
84.24,0.0439123,27.4095,-4.26519,8.16134,9.96876,2.77196,0,25.2931,3.51523,11.9722,4.45987,4.01801,0.0423702,3.73162,0.492885,1.83561e-14,-0.0258673,-0.0258673,114.022,0,-0.230974,0.578077,0.999676,0.999875,0.999676,0.999982,0.936092,1.00508,1.00001,-0.0995179,1104.18,126
84.26,0.0439127,27.4111,-4.26822,8.16166,9.96922,2.77526,0,25.2931,3.51523,11.9746,4.45962,4.01773,0.0423702,3.73151,0.492887,1.83562e-14,-0.0258804,-0.0258804,114.022,0,-0.230971,0.578089,0.999676,0.999875,0.999677,0.999981,0.936092,1.00508,1.00001,-0.0995179,1100.98,126
84.28,0.0439132,27.4126,-4.27127,8.16196,9.96966,2.77859,0,25.2931,3.51522,11.9771,4.45938,4.01745,0.0423702,3.73138,0.492889,1.83562e-14,-0.0258935,-0.0258935,114.022,0,-0.230969,0.578102,0.999677,0.999875,0.999677,0.99998,0.936092,1.00508,1.00001,-0.0995178,1097.83,126
84.30,0.0439137,27.4141,-4.27433,8.16224,9.97007,2.78193,0,25.2931,3.51521,11.9797,4.45914,4.01717,0.0423702,3.73124,0.492891,1.83563e-14,-0.0259066,-0.0259066,114.022,0,-0.230966,0.578113,0.999677,0.999875,0.999677,0.999979,0.936092,1.00508,1.00001,-0.0995178,1094.8,126
84.32,0.0439142,27.4156,-4.2773,8.1625,9.97045,2.78528,0,25.2931,3.5152,11.9825,4.45891,4.01689,0.0423702,3.73109,0.492893,1.83563e-14,-0.0259196,-0.0259196,114.022,0,-0.230964,0.578125,0.999676,0.999875,0.999676,0.999978,0.936092,1.00508,1.00001,-0.0995177,1091.93,126
84.34,0.0439147,27.4167,-4.27956,8.16274,9.9708,2.78856,0,25.2931,3.51519,11.9853,4.45873,4.01663,0.0423702,3.73089,0.492895,1.83564e-14,-0.0259327,-0.0259327,114.022,0,-0.230961,0.578135,0.999676,0.999875,0.999676,0.999978,0.936092,1.00508,1.00001,-0.0995176,1089.26,126
84.36,0.0439153,27.4175,-4.28121,8.16296,9.97112,2.79171,0,25.2931,3.51518,11.9883,4.45858,4.0164,0.0423702,3.73065,0.492896,1.83564e-14,-0.0259458,-0.0259458,114.022,0,-0.230958,0.578146,0.999675,0.999875,0.999675,0.999978,0.936092,1.00508,1.00001,-0.0995175,1086.76,126
84.38,0.0439158,27.418,-4.28235,8.16316,9.97142,2.79469,0,25.2931,3.51518,11.9914,4.45846,4.01617,0.0423702,3.73038,0.492898,1.83565e-14,-0.0259588,-0.0259588,114.022,0,-0.230955,0.578155,0.999674,0.999875,0.999675,0.999978,0.936092,1.00508,1.00001,-0.0995174,1084.46,126
84.40,0.0439163,27.4183,-4.28307,8.16334,9.97168,2.79746,0,25.2931,3.51517,11.9946,4.45837,4.01597,0.0423702,3.73007,0.4929,1.83566e-14,-0.0259719,-0.0259719,114.022,0,-0.230952,0.578164,0.999673,0.999874,0.999674,0.999978,0.936092,1.00508,1.00002,-0.0995173,1082.33,126
84.42,0.0439168,27.4184,-4.28344,8.16351,9.97191,2.80001,0,25.2931,3.51516,11.9978,4.45831,4.01577,0.0423702,3.72975,0.492902,1.83566e-14,-0.0259849,-0.0259849,114.022,0,-0.230949,0.578172,0.999672,0.999874,0.999672,0.999979,0.936092,1.00508,1.00002,-0.0995172,1080.37,126
84.44,0.0439173,27.4184,-4.2835,8.16365,9.97212,2.80231,0,25.2931,3.51515,12.0011,4.45826,4.01559,0.0423702,3.7294,0.492904,1.83567e-14,-0.0259979,-0.0259979,114.022,0,-0.230945,0.578179,0.999671,0.999873,0.999671,0.99998,0.936092,1.00508,1.00002,-0.0995171,1078.58,126
84.46,0.0439178,27.4182,-4.28332,8.16377,9.97231,2.80437,0,25.2931,3.51514,12.0045,4.45823,4.01541,0.0423702,3.72904,0.492906,1.83567e-14,-0.026011,-0.026011,114.022,0,-0.230942,0.578185,0.99967,0.999873,0.99967,0.999981,0.936092,1.00508,1.00002,-0.0995169,1076.94,126
84.48,0.0439182,27.4179,-4.28294,8.16388,9.97247,2.80618,0,25.2931,3.51514,12.008,4.45822,4.01524,0.0423703,3.72866,0.492907,1.83568e-14,-0.026024,-0.026024,114.022,0,-0.230939,0.57819,0.999668,0.999872,0.999668,0.999983,0.936092,1.00508,1.00002,-0.0995168,1075.45,126
84.50,0.0439187,27.4176,-4.28238,8.16398,9.9726,2.80775,0,25.2931,3.51513,12.0114,4.45822,4.01509,0.0423703,3.72827,0.492909,1.83568e-14,-0.026037,-0.026037,114.022,0,-0.230936,0.578195,0.999666,0.999871,0.999666,0.999985,0.936092,1.00508,1.00002,-0.0995166,1074.11,126
84.52,0.0439191,27.4171,-4.28169,8.16405,9.97271,2.80907,0,25.2931,3.51512,12.0149,4.45824,4.01493,0.0423703,3.72787,0.492911,1.83569e-14,-0.02605,-0.02605,114.022,0,-0.230933,0.578198,0.999664,0.999871,0.999664,0.999987,0.936092,1.00508,1.00002,-0.0995165,1072.9,126
84.54,0.0439195,27.4167,-4.28088,8.16412,9.97281,2.81015,0,25.2931,3.51511,12.0184,4.45826,4.01479,0.0423703,3.72747,0.492913,1.8357e-14,-0.026063,-0.026063,114.022,0,-0.23093,0.578201,0.999662,0.99987,0.999663,0.99999,0.936092,1.00508,1.00002,-0.0995163,1071.81,126
84.56,0.0439199,27.4161,-4.27998,8.16417,9.97288,2.81101,0,25.2931,3.5151,12.0219,4.45829,4.01465,0.0423703,3.72706,0.492915,1.8357e-14,-0.026076,-0.026076,114.022,0,-0.230927,0.578203,0.99966,0.999869,0.99966,0.999993,0.936092,1.00508,1.00002,-0.0995161,1070.85,126
84.58,0.0439203,27.4156,-4.27901,8.1642,9.97293,2.81165,0,25.2931,3.51509,12.0254,4.45833,4.01452,0.0423703,3.72665,0.492917,1.83571e-14,-0.026089,-0.026089,114.022,0,-0.230925,0.578204,0.999658,0.999868,0.999658,0.999996,0.936092,1.00507,1.00002,-0.099516,1071.21,126
84.60,0.0439207,27.415,-4.27798,8.16424,9.97299,2.81209,0,25.2931,3.51509,12.0289,4.45837,4.01438,0.0423703,3.72624,0.492918,1.83571e-14,-0.026102,-0.026102,114.022,0,-0.230922,0.578204,0.999656,0.999867,0.999656,1,0.936092,1.00507,1.00002,-0.0995158,1072.26,126
84.62,0.043921,27.4143,-4.2769,8.16429,9.97305,2.81233,0,25.2931,3.51508,12.0323,4.45841,4.01425,0.0423703,3.72583,0.49292,1.83572e-14,-0.026115,-0.026115,114.022,0,-0.230919,0.578203,0.999654,0.999867,0.999654,1,0.936243,1.00507,1.00002,-0.0995156,1073.68,126
84.64,0.0439213,27.4113,-4.27578,8.16434,9.97313,2.8124,0,25.2905,3.51507,12.0357,4.45885,4.0145,0.0423702,3.72497,0.492922,1.83573e-14,-0.026128,-0.026128,114.022,0,-0.230917,0.5782,0.999651,0.999866,0.999652,1,0.936243,1.00507,1.00002,-0.0995154,1075.29,126
84.66,0.0439216,27.4107,-4.27463,8.1644,9.97322,2.81229,0,25.2905,3.51506,12.0391,4.45889,4.01436,0.0423702,3.72456,0.492924,1.83573e-14,-0.0261407,-0.0261407,114.022,0,-0.230914,0.578197,0.999649,0.999865,0.999649,1,0.936243,1.00507,1.00002,-0.0995152,1077.02,126
84.68,0.0439219,27.41,-4.27346,8.16448,9.97333,2.81203,0,25.2905,3.51505,12.0425,4.45892,4.01423,0.0423702,3.72416,0.492926,1.83574e-14,-0.0261529,-0.0261529,114.022,0,-0.230912,0.578193,0.999647,0.999864,0.999647,1,0.936243,1.00507,1.00002,-0.099515,1078.82,126
84.70,0.0439221,27.4094,-4.27228,8.16457,9.97346,2.81162,0,25.2905,3.51505,12.0458,4.45895,4.0141,0.0423701,3.72377,0.492928,1.83575e-14,-0.0261646,-0.0261646,114.022,0,-0.23091,0.578188,0.999644,0.999863,0.999644,1,0.936243,1.00507,1.00002,-0.0995148,1080.68,126
84.72,0.0439224,27.4087,-4.27109,8.16467,9.97361,2.81108,0,25.2905,3.51504,12.049,4.45898,4.01397,0.0423701,3.72338,0.49293,1.83576e-14,-0.0261758,-0.0261758,114.022,0,-0.230908,0.578182,0.999642,0.999862,0.999642,1,0.936243,1.00507,1.00002,-0.0995146,1082.57,126
84.74,0.0439226,27.408,-4.26989,8.16478,9.97378,2.81041,0,25.2905,3.51503,12.0522,4.45901,4.01383,0.0423701,3.72299,0.492932,1.83577e-14,-0.0261866,-0.0261866,114.022,0,-0.230906,0.578176,0.999639,0.999861,0.999639,1,0.936243,1.00507,1.00002,-0.0995144,1084.49,126
84.76,0.0439228,27.4074,-4.26868,8.16491,9.97396,2.80963,0,25.2905,3.51502,12.0553,4.45902,4.0137,0.04237,3.72261,0.492934,1.83578e-14,-0.0261971,-0.0261971,114.022,0,-0.230904,0.578169,0.999636,0.99986,0.999636,1,0.936243,1.00507,1.00002,-0.0995142,1086.43,126
84.78,0.043923,27.4067,-4.26748,8.16505,9.97417,2.80874,0,25.2905,3.51501,12.0583,4.45904,4.01356,0.04237,3.72224,0.492936,1.83579e-14,-0.0262072,-0.0262072,114.022,0,-0.230902,0.578161,0.999633,0.999859,0.999634,1,0.936243,1.00507,1.00002,-0.0995139,1088.39,126
84.80,0.0439232,27.4061,-4.26628,8.16521,9.9744,2.80776,0,25.2905,3.51501,12.0612,4.45905,4.01343,0.04237,3.72188,0.492938,1.8358e-14,-0.0262171,-0.0262171,114.022,0,-0.2309,0.578153,0.999631,0.999858,0.999631,1,0.936243,1.00507,1.00002,-0.0995137,1090.35,126
84.82,0.0439233,27.4054,-4.26508,8.16538,9.97464,2.80669,0,25.2905,3.515,12.0641,4.45905,4.01329,0.0423699,3.72153,0.492941,1.83581e-14,-0.0262268,-0.0262268,114.022,0,-0.230898,0.578144,0.999627,0.999856,0.999628,1,0.936243,1.00507,1.00002,-0.0995135,1092.32,126
84.84,0.0439235,27.4048,-4.26388,8.16556,9.97491,2.80555,0,25.2905,3.51499,12.0669,4.45906,4.01315,0.0423699,3.72118,0.492943,1.83583e-14,-0.0262363,-0.0262363,114.022,0,-0.230896,0.578134,0.999624,0.999855,0.999624,1,0.936243,1.00507,1.00002,-0.0995132,1094.3,126
84.86,0.0439236,27.4041,-4.26269,8.16576,9.9752,2.80434,0,25.2905,3.51498,12.0697,4.45905,4.01302,0.0423699,3.72084,0.492945,1.83584e-14,-0.0262456,-0.0262456,114.022,0,-0.230894,0.578124,0.999621,0.999854,0.999621,1,0.936243,1.00507,1.00002,-0.099513,1096.28,126
84.88,0.0439238,27.4035,-4.26151,8.16597,9.9755,2.80306,0,25.2905,3.51498,12.0723,4.45904,4.01288,0.0423698,3.72051,0.492947,1.83585e-14,-0.0262548,-0.0262548,114.022,0,-0.230892,0.578113,0.999618,0.999853,0.999618,0.999999,0.936243,1.00507,1.00002,-0.0995127,1098.26,126
84.90,0.0439239,27.4029,-4.26033,8.16619,9.97583,2.80172,0,25.2905,3.51497,12.0748,4.45903,4.01275,0.0423698,3.72019,0.49295,1.83586e-14,-0.0262639,-0.0262639,114.022,0,-0.23089,0.578102,0.999614,0.999851,0.999614,0.999998,0.936243,1.00507,1.00002,-0.0995125,1100.25,126
84.92,0.043924,27.4022,-4.25915,8.16643,9.97618,2.80034,0,25.2905,3.51496,12.0773,4.45901,4.01261,0.0423698,3.71988,0.492952,1.83588e-14,-0.0262729,-0.0262729,114.022,0,-0.230888,0.57809,0.999611,0.99985,0.999611,0.999996,0.936243,1.00507,1.00002,-0.0995122,1102.23,126
84.94,0.0439241,27.4016,-4.25799,8.16668,9.97654,2.79891,0,25.2905,3.51496,12.0797,4.45899,4.01247,0.0423698,3.71958,0.492954,1.83589e-14,-0.0262818,-0.0262818,114.022,0,-0.230886,0.578078,0.999607,0.999849,0.999607,0.999995,0.936243,1.00507,1.00002,-0.0995119,1104.2,126
84.96,0.0439242,27.401,-4.25683,8.16694,9.97693,2.79744,0,25.2905,3.51495,12.082,4.45896,4.01234,0.0423697,3.71929,0.492957,1.8359e-14,-0.0262906,-0.0262906,114.022,0,-0.230884,0.578066,0.999603,0.999847,0.999603,0.999993,0.936243,1.00507,1.00002,-0.0995116,1106.17,126
84.98,0.0439243,27.4004,-4.25568,8.16722,9.97734,2.79594,0,25.2905,3.51494,12.0842,4.45893,4.0122,0.0423697,3.71901,0.492959,1.83592e-14,-0.0262995,-0.0262995,114.022,0,-0.230882,0.578053,0.999599,0.999846,0.999599,0.999991,0.936243,1.00507,1.00002,-0.0995113,1108.13,126
85.00,0.0439243,27.3998,-4.25453,8.16751,9.97776,2.7944,0,25.2905,3.51493,12.0863,4.45889,4.01206,0.0423697,3.71874,0.492961,1.83593e-14,-0.0263083,-0.0263083,114.022,0,-0.23088,0.578039,0.999595,0.999844,0.999595,0.999989,0.936243,1.00506,1.00002,-0.099511,1110.09,126
