Time(s),AorticWallStrain,Afferent_AorticBaroreceptor,PleuralPressure,Test_FilteredCVP,Test_CentralSignal,MeanLungVolume,MuscleAutoregulation,Afferent_Baroreceptor,Afferent_Chemoreceptor,Afferent_PulmonaryStretch,Ursino_SympatheticNode,Ursino_SympatheticPeripheral,Afferent_Strain,Ursino_Parasympathetic,HypoxiaThreshold_Heart,HypoxiaThreshold_Peripheral,HypocapniaThreshold_Heart,HypocapniaThreshold_Peripheral,BaroreceptorOperatingPoint,SympatheticFatigue,HeartRateMod_Sympathetic,HeartRateMod_Vagal,ResistanceScale_Muscle,ResistanceScale_Splanchnic,ResistanceScale_Extrasplanchnic,ResistanceScale_Myocardium,Resistance_TotalPeripheral(mmHg_s_Per_mL),ElastanceScale,ComplianceScale,ComplianceModifier,VenaCava_Volume(mL),InsulinSynthesisRate(pmol/min)
60.70,0.0439123,27.3664,-4.16486,8.1622,9.97001,2.67321,0,25.3025,3.52456,11.9905,4.46637,4.02259,0.0423762,3.72772,0.489727,1.82715e-14,-0.0117085,-0.0117085,114.022,0,-0.231077,0.577708,1.00012,1.00005,1.00012,0.999979,0.936928,1.00516,0.999902,-0.099619,1107.14,129
60.72,0.0439121,27.3668,-4.16547,8.1622,9.97002,2.67329,0,25.3025,3.52455,11.9882,4.46633,4.02267,0.0423762,3.72798,0.48973,1.82715e-14,-0.0117231,-0.0117231,114.022,0,-0.231079,0.577718,1.00012,1.00005,1.00012,0.999978,0.936928,1.00517,0.999902,-0.0996191,1104.09,129
60.74,0.0439119,27.3672,-4.16616,8.16218,9.96998,2.67346,0,25.3025,3.52454,11.9859,4.4663,4.02275,0.0423762,3.72825,0.489733,1.82716e-14,-0.0117377,-0.0117377,114.022,0,-0.231081,0.577729,1.00013,1.00005,1.00013,0.999976,0.936928,1.00517,0.999902,-0.0996192,1100.9,129
60.76,0.0439118,27.3676,-4.16695,8.16213,9.96991,2.67374,0,25.3025,3.52453,11.9837,4.46627,4.02283,0.0423762,3.72852,0.489737,1.82716e-14,-0.0117523,-0.0117523,114.022,0,-0.231083,0.57774,1.00013,1.00005,1.00013,0.999974,0.936928,1.00517,0.999902,-0.0996193,1097.74,129
60.78,0.0439116,27.3681,-4.16781,8.16205,9.9698,2.67412,0,25.3025,3.52452,11.9815,4.46624,4.02291,0.0423763,3.72878,0.48974,1.82716e-14,-0.0117668,-0.0117668,114.022,0,-0.231085,0.577752,1.00013,1.00005,1.00013,0.999973,0.936928,1.00517,0.999902,-0.0996195,1094.71,129
60.80,0.0439115,27.3686,-4.16876,8.16195,9.96965,2.6746,0,25.3025,3.52452,11.9794,4.46622,4.023,0.0423763,3.72904,0.489744,1.82717e-14,-0.0117814,-0.0117814,114.022,0,-0.231087,0.577764,1.00014,1.00005,1.00014,0.999972,0.936928,1.00517,0.999901,-0.0996196,1091.85,129
60.82,0.0439113,27.3691,-4.16978,8.16183,9.96947,2.67519,0,25.3025,3.52451,11.9773,4.46621,4.02309,0.0423763,3.72931,0.489747,1.82717e-14,-0.011796,-0.011796,114.022,0,-0.231089,0.577776,1.00014,1.00005,1.00014,0.999971,0.936928,1.00517,0.999901,-0.0996197,1089.17,129
60.84,0.0439112,27.3697,-4.17088,8.16168,9.96926,2.67587,0,25.3025,3.5245,11.9753,4.46619,4.02318,0.0423763,3.72957,0.48975,1.82717e-14,-0.0118105,-0.0118105,114.022,0,-0.231091,0.577789,1.00014,1.00006,1.00014,0.999971,0.936928,1.00517,0.999901,-0.0996199,1086.68,129
60.86,0.0439111,27.3704,-4.17206,8.16152,9.96902,2.67665,0,25.3025,3.52449,11.9733,4.46618,4.02327,0.0423763,3.72983,0.489754,1.82717e-14,-0.0118251,-0.0118251,114.022,0,-0.231092,0.577802,1.00015,1.00006,1.00015,0.99997,0.936928,1.00517,0.999901,-0.09962,1084.37,129
60.88,0.043911,27.371,-4.1733,8.16134,9.96876,2.67753,0,25.3025,3.52448,11.9714,4.46617,4.02335,0.0423764,3.73008,0.489757,1.82718e-14,-0.0118396,-0.0118396,114.022,0,-0.231094,0.577815,1.00015,1.00006,1.00015,0.99997,0.936928,1.00517,0.999901,-0.0996202,1082.24,129
60.90,0.0439109,27.3717,-4.17461,8.16115,9.96847,2.67851,0,25.3025,3.52447,11.9695,4.46617,4.02344,0.0423764,3.73033,0.48976,1.82718e-14,-0.0118541,-0.0118541,114.022,0,-0.231096,0.577829,1.00015,1.00006,1.00015,0.999971,0.936928,1.00517,0.999901,-0.0996203,1080.29,129
60.92,0.0439108,27.3725,-4.17599,8.16094,9.96817,2.67958,0,25.3025,3.52447,11.9677,4.46616,4.02353,0.0423764,3.73058,0.489764,1.82718e-14,-0.0118686,-0.0118686,114.022,0,-0.231098,0.577843,1.00016,1.00006,1.00016,0.999972,0.936928,1.00517,0.9999,-0.0996205,1078.49,129
60.94,0.0439108,27.3732,-4.17744,8.16072,9.96785,2.68075,0,25.3025,3.52446,11.966,4.46615,4.02361,0.0423764,3.73083,0.489767,1.82719e-14,-0.0118832,-0.0118832,114.022,0,-0.231099,0.577857,1.00016,1.00006,1.00016,0.999973,0.936928,1.00517,0.9999,-0.0996206,1076.86,129
60.96,0.0439107,27.374,-4.17895,8.16049,9.96752,2.682,0,25.3025,3.52445,11.9643,4.46615,4.0237,0.0423764,3.73107,0.48977,1.82719e-14,-0.0118977,-0.0118977,114.022,0,-0.231101,0.577872,1.00017,1.00006,1.00017,0.999974,0.936928,1.00517,0.9999,-0.0996208,1075.37,129
60.98,0.0439107,27.3749,-4.18053,8.16025,9.96717,2.68335,0,25.3025,3.52444,11.9628,4.46614,4.02378,0.0423765,3.7313,0.489774,1.82719e-14,-0.0119122,-0.0119122,114.022,0,-0.231103,0.577887,1.00017,1.00007,1.00017,0.999975,0.936928,1.00517,0.9999,-0.099621,1074.02,129
61.00,0.0439106,27.3757,-4.18217,8.16001,9.96682,2.68479,0,25.3025,3.52443,11.9613,4.46613,4.02385,0.0423765,3.73153,0.489777,1.8272e-14,-0.0119267,-0.0119267,114.022,0,-0.231104,0.577902,1.00017,1.00007,1.00017,0.999977,0.936928,1.00517,0.9999,-0.0996211,1072.81,129
61.02,0.0439106,27.3766,-4.18386,8.15976,9.96646,2.68631,0,25.3025,3.52442,11.9599,4.46613,4.02392,0.0423765,3.73175,0.489781,1.8272e-14,-0.0119412,-0.0119412,114.022,0,-0.231106,0.577918,1.00018,1.00007,1.00018,0.99998,0.936928,1.00517,0.9999,-0.0996213,1071.73,129
61.04,0.0439106,27.3775,-4.18562,8.15951,9.96609,2.68792,0,25.3025,3.52442,11.9585,4.46611,4.02399,0.0423765,3.73197,0.489784,1.8272e-14,-0.0119557,-0.0119557,114.022,0,-0.231108,0.577933,1.00018,1.00007,1.00018,0.999982,0.936928,1.00517,0.999899,-0.0996215,1070.77,129
61.06,0.0439107,27.3785,-4.18743,8.15926,9.96573,2.6896,0,25.3025,3.52441,11.9573,4.4661,4.02405,0.0423765,3.73218,0.489787,1.82721e-14,-0.0119701,-0.0119701,114.022,0,-0.231109,0.577949,1.00018,1.00007,1.00018,0.999985,0.936928,1.00517,0.999899,-0.0996217,1071.13,129
61.08,0.0439107,27.3794,-4.1893,8.15902,9.96537,2.69137,0,25.3025,3.5244,11.9561,4.46608,4.02411,0.0423765,3.73238,0.489791,1.82721e-14,-0.0119846,-0.0119846,114.022,0,-0.231111,0.577966,1.00019,1.00007,1.00019,0.999988,0.936928,1.00517,0.999899,-0.0996219,1072.18,129
61.10,0.0439107,27.3804,-4.19122,8.15879,9.96504,2.69322,0,25.3025,3.52439,11.9551,4.46606,4.02415,0.0423765,3.73258,0.489794,1.82721e-14,-0.0119991,-0.0119991,114.022,0,-0.231112,0.577982,1.00019,1.00007,1.00019,0.999992,0.936653,1.00517,0.999899,-0.099622,1073.59,129
61.12,0.0439108,27.3814,-4.1932,8.15859,9.96474,2.69515,0,25.3024,3.52438,11.9541,4.46604,4.0242,0.0423766,3.73275,0.489797,1.82721e-14,-0.0120135,-0.0120135,114.022,0,-0.231114,0.577998,1.0002,1.00008,1.0002,0.999995,0.936653,1.00517,0.999899,-0.0996222,1075.21,129
61.14,0.0439109,27.3824,-4.19523,8.15841,9.96448,2.69715,0,25.3024,3.52437,11.9532,4.46599,4.02422,0.0423766,3.73293,0.489801,1.82722e-14,-0.0120279,-0.0120279,114.022,0,-0.231115,0.578015,1.0002,1.00008,1.0002,0.999999,0.936653,1.00517,0.999898,-0.0996224,1076.94,129
61.16,0.043911,27.3835,-4.19731,8.15825,9.96425,2.69922,0,25.3024,3.52437,11.9525,4.46594,4.02423,0.0423766,3.7331,0.489804,1.82722e-14,-0.0120422,-0.0120422,114.022,0,-0.231117,0.578032,1.00021,1.00008,1.0002,1,0.936653,1.00517,0.999898,-0.0996226,1078.74,129
61.18,0.0439111,27.3846,-4.19944,8.15811,9.96405,2.70136,0,25.3024,3.52436,11.9518,4.46587,4.02422,0.0423766,3.73327,0.489807,1.82723e-14,-0.0120564,-0.0120564,114.022,0,-0.231118,0.578049,1.00021,1.00008,1.00021,1,0.936653,1.00517,0.999898,-0.0996228,1080.59,129
61.20,0.0439112,27.3857,-4.20162,8.158,9.96389,2.70357,0,25.3024,3.52435,11.9513,4.4658,4.02421,0.0423766,3.73342,0.489811,1.82723e-14,-0.0120706,-0.0120706,114.022,0,-0.231119,0.578066,1.00021,1.00008,1.00021,1,0.936653,1.00517,0.999898,-0.099623,1082.49,129
61.22,0.0439113,27.3869,-4.20384,8.15792,9.96377,2.70585,0,25.3023,3.52434,11.9508,4.46571,4.02418,0.0423766,3.73357,0.489814,1.82724e-14,-0.0120846,-0.0120846,114.022,0,-0.23112,0.578083,1.00022,1.00008,1.00022,1,0.936653,1.00517,0.999897,-0.0996232,1084.41,129
61.24,0.0439115,27.388,-4.20611,8.15786,9.96368,2.70819,0,25.3023,3.52433,11.9505,4.46562,4.02414,0.0423766,3.73371,0.489818,1.82724e-14,-0.0120986,-0.0120986,114.022,0,-0.231121,0.5781,1.00022,1.00009,1.00022,1,0.936653,1.00517,0.999897,-0.0996234,1086.35,129
61.26,0.0439116,27.3892,-4.20843,8.15783,9.96364,2.7106,0,25.3023,3.52433,11.9502,4.46551,4.02408,0.0423766,3.73383,0.489821,1.82725e-14,-0.0121125,-0.0121125,114.022,0,-0.231122,0.578117,1.00022,1.00009,1.00022,1,0.936653,1.00517,0.999897,-0.0996235,1088.3,129
61.28,0.0439118,27.3904,-4.21079,8.15782,9.96363,2.71307,0,25.3023,3.52432,11.9501,4.4654,4.02402,0.0423766,3.73395,0.489825,1.82725e-14,-0.0121263,-0.0121263,114.022,0,-0.231123,0.578134,1.00023,1.00009,1.00023,1,0.936653,1.00517,0.999897,-0.0996237,1090.27,129
61.30,0.043912,27.3916,-4.2132,8.15784,9.96366,2.71559,0,25.3023,3.52431,11.9501,4.46527,4.02394,0.0423767,3.73406,0.489828,1.82726e-14,-0.0121401,-0.0121401,114.022,0,-0.231124,0.578152,1.00023,1.00009,1.00023,1,0.936653,1.00517,0.999897,-0.0996239,1092.24,129
61.32,0.0439122,27.3929,-4.21564,8.15789,9.96372,2.71817,0,25.3023,3.5243,11.9502,4.46513,4.02384,0.0423767,3.73416,0.489832,1.82726e-14,-0.0121538,-0.0121538,114.022,0,-0.231124,0.578169,1.00024,1.00009,1.00024,1,0.936653,1.00517,0.999896,-0.0996241,1094.22,129
61.34,0.0439124,27.3942,-4.21813,8.15796,9.96383,2.72081,0,25.3023,3.52429,11.9504,4.46498,4.02374,0.0423767,3.73425,0.489835,1.82727e-14,-0.0121675,-0.0121675,114.022,0,-0.231125,0.578186,1.00024,1.00009,1.00024,0.999999,0.936653,1.00517,0.999896,-0.0996242,1096.2,129
61.36,0.0439127,27.3954,-4.22066,8.15806,9.96397,2.7235,0,25.3023,3.52428,11.9507,4.46483,4.02362,0.0423767,3.73433,0.489839,1.82727e-14,-0.0121811,-0.0121811,114.022,0,-0.231125,0.578203,1.00024,1.00009,1.00024,0.999998,0.936653,1.00518,0.999896,-0.0996244,1098.18,129
61.38,0.0439129,27.3967,-4.22322,8.15818,9.96416,2.72624,0,25.3023,3.52428,11.9512,4.46466,4.02348,0.0423767,3.73439,0.489842,1.82728e-14,-0.0121947,-0.0121947,114.022,0,-0.231126,0.57822,1.00025,1.00009,1.00025,0.999996,0.936653,1.00518,0.999896,-0.0996245,1100.16,129
61.40,0.0439132,27.3981,-4.22582,8.15834,9.96438,2.72903,0,25.3023,3.52427,11.9517,4.46448,4.02334,0.0423767,3.73445,0.489846,1.82729e-14,-0.0122083,-0.0122083,114.022,0,-0.231126,0.578237,1.00025,1.0001,1.00025,0.999995,0.936653,1.00518,0.999896,-0.0996247,1102.14,129
61.42,0.0439134,27.3994,-4.22846,8.15852,9.96464,2.73186,0,25.3023,3.52426,11.9524,4.46429,4.02318,0.0423767,3.7345,0.489849,1.82729e-14,-0.0122218,-0.0122218,114.022,0,-0.231126,0.578253,1.00025,1.0001,1.00025,0.999993,0.936653,1.00518,0.999896,-0.0996248,1104.11,129
61.44,0.0439137,27.4008,-4.23113,8.15872,9.96494,2.73474,0,25.3023,3.52425,11.9532,4.46409,4.02301,0.0423767,3.73453,0.489853,1.8273e-14,-0.0122353,-0.0122353,114.022,0,-0.231125,0.57827,1.00026,1.0001,1.00026,0.999991,0.936653,1.00518,0.999896,-0.099625,1106.08,129
61.46,0.043914,27.4021,-4.23384,8.15895,9.96528,2.73767,0,25.3023,3.52424,11.9541,4.46389,4.02282,0.0423767,3.73456,0.489856,1.8273e-14,-0.0122488,-0.0122488,114.022,0,-0.231125,0.578286,1.00026,1.0001,1.00026,0.999988,0.936653,1.00518,0.999895,-0.0996251,1108.04,129
61.48,0.0439144,27.4035,-4.23658,8.15921,9.96566,2.74064,0,25.3023,3.52424,11.9552,4.46367,4.02262,0.0423767,3.73457,0.48986,1.82731e-14,-0.0122622,-0.0122622,114.022,0,-0.231124,0.578303,1.00026,1.0001,1.00026,0.999986,0.936653,1.00518,0.999895,-0.0996252,1110,129
61.50,0.0439147,27.4049,-4.23935,8.1595,9.96607,2.74364,0,25.3023,3.52423,11.9564,4.46344,4.02241,0.0423768,3.73457,0.489863,1.82732e-14,-0.0122757,-0.0122757,114.022,0,-0.231124,0.578319,1.00026,1.0001,1.00026,0.999984,0.936653,1.00518,0.999895,-0.0996253,1110.95,129
61.52,0.0439151,27.4063,-4.24216,8.1598,9.96652,2.74669,0,25.3023,3.52422,11.9576,4.4632,4.02219,0.0423768,3.73456,0.489867,1.82732e-14,-0.0122891,-0.0122891,114.022,0,-0.231123,0.578334,1.00027,1.0001,1.00027,0.999982,0.936653,1.00518,0.999895,-0.0996254,1109.65,129
61.54,0.0439154,27.4077,-4.24499,8.1601,9.96695,2.74977,0,25.3023,3.52421,11.9591,4.46297,4.02196,0.0423768,3.73454,0.48987,1.82733e-14,-0.0123025,-0.0123025,114.022,0,-0.231122,0.57835,1.00027,1.0001,1.00027,0.99998,0.936653,1.00517,0.999895,-0.0996254,1107.14,129
61.56,0.0439158,27.4092,-4.24785,8.16039,9.96737,2.75289,0,25.3023,3.5242,11.9606,4.46274,4.02173,0.0423768,3.73451,0.489874,1.82733e-14,-0.0123159,-0.0123159,114.022,0,-0.231121,0.578365,1.00027,1.0001,1.00027,0.999978,0.936653,1.00517,0.999895,-0.0996255,1104.1,129
61.58,0.0439162,27.4106,-4.25074,8.16065,9.96775,2.75604,0,25.3023,3.52419,11.9623,4.46251,4.0215,0.0423768,3.73446,0.489877,1.82734e-14,-0.0123293,-0.0123293,114.022,0,-0.231119,0.57838,1.00027,1.0001,1.00027,0.999976,0.936653,1.00517,0.999895,-0.0996256,1100.9,129
61.60,0.0439166,27.4121,-4.25365,8.16089,9.96811,2.75922,0,25.3023,3.52419,11.964,4.46229,4.02127,0.0423768,3.73441,0.489881,1.82735e-14,-0.0123427,-0.0123427,114.022,0,-0.231117,0.578395,1.00027,1.0001,1.00027,0.999974,0.936653,1.00517,0.999895,-0.0996256,1097.74,129
61.62,0.043917,27.4136,-4.2566,8.16112,9.96843,2.76242,0,25.3023,3.52418,11.9659,4.46207,4.02104,0.0423768,3.73434,0.489884,1.82735e-14,-0.012356,-0.012356,114.022,0,-0.231116,0.578409,1.00027,1.00011,1.00027,0.999973,0.936653,1.00517,0.999895,-0.0996256,1094.71,129
61.64,0.0439175,27.415,-4.25956,8.16132,9.96873,2.76566,0,25.3023,3.52417,11.968,4.46186,4.02081,0.0423768,3.73426,0.489888,1.82736e-14,-0.0123694,-0.0123694,114.022,0,-0.231114,0.578423,1.00027,1.00011,1.00027,0.999972,0.936653,1.00517,0.999895,-0.0996256,1091.85,129
61.66,0.0439179,27.4165,-4.26255,8.16151,9.96901,2.76892,0,25.3023,3.52416,11.9701,4.46166,4.02057,0.0423768,3.73417,0.489891,1.82736e-14,-0.0123827,-0.0123827,114.022,0,-0.231112,0.578436,1.00027,1.00011,1.00027,0.999971,0.936653,1.00517,0.999895,-0.0996257,1089.17,129
61.68,0.0439184,27.418,-4.26556,8.16168,9.96926,2.77221,0,25.3023,3.52415,11.9724,4.46146,4.02033,0.0423768,3.73407,0.489895,1.82737e-14,-0.0123961,-0.0123961,114.022,0,-0.23111,0.57845,1.00028,1.00011,1.00028,0.999971,0.936653,1.00517,0.999895,-0.0996257,1086.68,129
61.70,0.0439189,27.4196,-4.26859,8.16184,9.96949,2.77552,0,25.3023,3.52415,11.9748,4.46126,4.0201,0.0423768,3.73395,0.489898,1.82737e-14,-0.0124094,-0.0124094,114.022,0,-0.231107,0.578462,1.00028,1.00011,1.00028,0.999971,0.936653,1.00517,0.999895,-0.0996256,1084.37,129
61.72,0.0439193,27.4211,-4.27164,8.16199,9.9697,2.77885,0,25.3023,3.52414,11.9773,4.46106,4.01985,0.0423768,3.73382,0.489901,1.82738e-14,-0.0124228,-0.0124228,114.022,0,-0.231105,0.578475,1.00028,1.00011,1.00028,0.999971,0.936653,1.00517,0.999895,-0.0996256,1082.24,129
61.74,0.0439198,27.4226,-4.27471,8.16212,9.9699,2.7822,0,25.3023,3.52413,11.98,4.46087,4.01961,0.0423768,3.73369,0.489905,1.82739e-14,-0.0124361,-0.0124361,114.022,0,-0.231102,0.578487,1.00028,1.00011,1.00028,0.999971,0.936653,1.00517,0.999895,-0.0996256,1080.29,129
61.76,0.0439204,27.424,-4.27764,8.16225,9.97009,2.78555,0,25.3023,3.52412,11.9827,4.46069,4.01937,0.0423768,3.73353,0.489908,1.82739e-14,-0.0124494,-0.0124494,114.022,0,-0.2311,0.578498,1.00028,1.00011,1.00028,0.999972,0.936653,1.00517,0.999895,-0.0996255,1078.49,129
61.78,0.0439209,27.4251,-4.27985,8.16237,9.97026,2.78883,0,25.3023,3.52411,11.9856,4.46054,4.01914,0.0423769,3.73332,0.489912,1.8274e-14,-0.0124627,-0.0124627,114.022,0,-0.231097,0.578509,1.00028,1.00011,1.00028,0.999973,0.936653,1.00517,0.999895,-0.0996255,1076.85,129
61.80,0.0439214,27.4259,-4.28147,8.16248,9.97042,2.79197,0,25.3023,3.52411,11.9886,4.46043,4.01893,0.0423769,3.73308,0.489915,1.8274e-14,-0.012476,-0.012476,114.022,0,-0.231094,0.578519,1.00027,1.00011,1.00027,0.999974,0.936653,1.00517,0.999895,-0.0996254,1075.36,129
61.82,0.0439219,27.4264,-4.28259,8.16257,9.97056,2.79494,0,25.3023,3.5241,11.9917,4.46035,4.01874,0.0423769,3.73281,0.489919,1.82741e-14,-0.0124894,-0.0124894,114.022,0,-0.231091,0.578528,1.00027,1.00011,1.00027,0.999976,0.936653,1.00517,0.999895,-0.0996253,1074.02,129
61.84,0.0439224,27.4267,-4.28328,8.16266,9.97068,2.7977,0,25.3023,3.52409,11.9949,4.46029,4.01856,0.0423769,3.7325,0.489922,1.82742e-14,-0.0125027,-0.0125027,114.022,0,-0.231088,0.578537,1.00027,1.00011,1.00027,0.999978,0.936653,1.00517,0.999895,-0.0996252,1072.81,129
61.86,0.0439229,27.4268,-4.28363,8.16274,9.97079,2.80024,0,25.3023,3.52408,11.9981,4.46026,4.01838,0.0423769,3.73218,0.489926,1.82742e-14,-0.012516,-0.012516,114.022,0,-0.231085,0.578545,1.00027,1.0001,1.00027,0.99998,0.936653,1.00517,0.999895,-0.0996251,1071.72,129
61.88,0.0439234,27.4267,-4.28368,8.1628,9.97089,2.80253,0,25.3023,3.52407,12.0015,4.46024,4.01822,0.0423769,3.73183,0.489929,1.82743e-14,-0.0125292,-0.0125292,114.022,0,-0.231082,0.578552,1.00027,1.0001,1.00027,0.999982,0.936653,1.00517,0.999895,-0.099625,1070.76,129
61.90,0.0439239,27.4266,-4.28349,8.16286,9.97097,2.80458,0,25.3023,3.52407,12.0049,4.46023,4.01806,0.0423769,3.73146,0.489933,1.82743e-14,-0.0125425,-0.0125425,114.022,0,-0.231079,0.578558,1.00027,1.0001,1.00027,0.999985,0.936653,1.00517,0.999896,-0.0996249,1071.12,129
61.92,0.0439244,27.4263,-4.28309,8.16292,9.97106,2.80637,0,25.3023,3.52406,12.0083,4.46024,4.01791,0.0423769,3.73109,0.489936,1.82744e-14,-0.0125558,-0.0125558,114.022,0,-0.231077,0.578564,1.00027,1.0001,1.00027,0.999988,0.936653,1.00517,0.999896,-0.0996248,1072.17,129
61.94,0.0439248,27.4259,-4.28253,8.16298,9.97115,2.80792,0,25.3023,3.52405,12.0118,4.46025,4.01776,0.0423769,3.7307,0.48994,1.82744e-14,-0.0125691,-0.0125691,114.022,0,-0.231074,0.578568,1.00027,1.0001,1.00027,0.999992,0.936746,1.00517,0.999896,-0.0996246,1073.59,129
61.96,0.0439252,27.4233,-4.28182,8.16306,9.97127,2.80923,0,25.2998,3.52404,12.0152,4.46063,4.01795,0.0423769,3.72988,0.489943,1.82745e-14,-0.0125823,-0.0125823,114.022,0,-0.231071,0.578571,1.00027,1.0001,1.00027,0.999996,0.936746,1.00517,0.999896,-0.0996245,1075.2,129
61.98,0.0439256,27.4228,-4.28101,8.16315,9.9714,2.8103,0,25.2998,3.52403,12.0187,4.46065,4.0178,0.0423768,3.72948,0.489946,1.82746e-14,-0.0125953,-0.0125953,114.022,0,-0.231069,0.578573,1.00026,1.0001,1.00026,1,0.936746,1.00517,0.999896,-0.0996244,1076.93,129
62.00,0.043926,27.4223,-4.28011,8.16325,9.97154,2.81114,0,25.2998,3.52402,12.0222,4.46066,4.01765,0.0423768,3.72907,0.48995,1.82747e-14,-0.0126077,-0.0126077,114.022,0,-0.231067,0.578574,1.00026,1.0001,1.00026,1,0.936746,1.00517,0.999896,-0.0996242,1078.73,129
62.02,0.0439263,27.4217,-4.27913,8.16336,9.97171,2.81177,0,25.2998,3.52402,12.0257,4.46068,4.01749,0.0423768,3.72866,0.489954,1.82747e-14,-0.0126196,-0.0126196,114.022,0,-0.231064,0.578574,1.00026,1.0001,1.00026,1,0.936746,1.00516,0.999896,-0.0996241,1080.59,129
62.04,0.0439267,27.4211,-4.27809,8.16349,9.9719,2.8122,0,25.2999,3.52401,12.0292,4.46069,4.01734,0.0423767,3.72825,0.489957,1.82748e-14,-0.0126309,-0.0126309,114.022,0,-0.231062,0.578573,1.00026,1.0001,1.00026,1,0.936746,1.00516,0.999897,-0.099624,1082.48,129
62.06,0.043927,27.4205,-4.277,8.16363,9.9721,2.81244,0,25.2999,3.524,12.0327,4.4607,4.01718,0.0423767,3.72784,0.489961,1.82749e-14,-0.0126418,-0.0126418,114.022,0,-0.23106,0.578572,1.00026,1.0001,1.00026,1,0.936746,1.00516,0.999897,-0.0996238,1084.4,129
62.08,0.0439273,27.4199,-4.27588,8.16379,9.97233,2.81249,0,25.2999,3.52399,12.0361,4.46071,4.01702,0.0423767,3.72743,0.489965,1.8275e-14,-0.0126523,-0.0126523,114.022,0,-0.231057,0.578569,1.00026,1.0001,1.00026,1,0.936746,1.00516,0.999897,-0.0996236,1086.34,129
62.10,0.0439276,27.4192,-4.27474,8.16396,9.97257,2.81237,0,25.2999,3.52399,12.0395,4.46071,4.01686,0.0423767,3.72702,0.489969,1.82752e-14,-0.0126625,-0.0126625,114.022,0,-0.231055,0.578566,1.00025,1.0001,1.00025,1,0.936746,1.00516,0.999897,-0.0996235,1088.29,129
62.12,0.0439279,27.4186,-4.27357,8.16414,9.97284,2.8121,0,25.2999,3.52398,12.0428,4.46071,4.0167,0.0423766,3.72662,0.489973,1.82753e-14,-0.0126723,-0.0126723,114.022,0,-0.231053,0.578562,1.00025,1.0001,1.00025,1,0.936746,1.00516,0.999897,-0.0996233,1090.26,129
62.14,0.0439281,27.4179,-4.27238,8.16434,9.97313,2.81168,0,25.2999,3.52397,12.0461,4.46071,4.01654,0.0423766,3.72622,0.489976,1.82754e-14,-0.012682,-0.012682,114.022,0,-0.231051,0.578558,1.00025,1.0001,1.00025,1,0.936746,1.00516,0.999898,-0.0996231,1092.23,128
62.16,0.0439284,27.4172,-4.27119,8.16454,9.97343,2.81113,0,25.2999,3.52396,12.0493,4.46071,4.01638,0.0423766,3.72583,0.48998,1.82755e-14,-0.0126914,-0.0126914,114.022,0,-0.231048,0.578552,1.00025,1.00009,1.00025,1,0.936746,1.00516,0.999898,-0.0996229,1094.21,128
62.18,0.0439286,27.4166,-4.26999,8.16477,9.97376,2.81046,0,25.2999,3.52396,12.0525,4.4607,4.01622,0.0423766,3.72545,0.489984,1.82757e-14,-0.0127007,-0.0127007,114.022,0,-0.231046,0.578546,1.00024,1.00009,1.00024,0.999999,0.936746,1.00516,0.999898,-0.0996227,1096.19,128
62.20,0.0439288,27.4159,-4.26878,8.165,9.9741,2.80967,0,25.2999,3.52395,12.0556,4.46068,4.01606,0.0423765,3.72507,0.489988,1.82758e-14,-0.0127098,-0.0127098,114.022,0,-0.231044,0.578539,1.00024,1.00009,1.00024,0.999998,0.936746,1.00516,0.999898,-0.0996225,1098.17,128
62.22,0.043929,27.4153,-4.26758,8.16526,9.97447,2.80878,0,25.2999,3.52394,12.0586,4.46066,4.01589,0.0423765,3.7247,0.489992,1.82759e-14,-0.0127188,-0.0127188,114.022,0,-0.231042,0.578531,1.00024,1.00009,1.00024,0.999997,0.936746,1.00516,0.999899,-0.0996223,1100.15,128
62.24,0.0439292,27.4146,-4.26638,8.16552,9.97485,2.80779,0,25.2999,3.52394,12.0616,4.46064,4.01573,0.0423765,3.72434,0.489996,1.82761e-14,-0.0127277,-0.0127277,114.022,0,-0.23104,0.578523,1.00023,1.00009,1.00023,0.999995,0.936746,1.00516,0.999899,-0.099622,1102.13,128
62.26,0.0439294,27.414,-4.26518,8.1658,9.97526,2.80672,0,25.2999,3.52393,12.0645,4.46061,4.01557,0.0423765,3.72398,0.49,1.82762e-14,-0.0127365,-0.0127365,114.022,0,-0.231038,0.578514,1.00023,1.00009,1.00023,0.999993,0.936746,1.00516,0.999899,-0.0996218,1104.1,128
62.28,0.0439295,27.4133,-4.26398,8.16609,9.97568,2.80557,0,25.2999,3.52392,12.0673,4.46057,4.0154,0.0423764,3.72364,0.490004,1.82764e-14,-0.0127452,-0.0127452,114.022,0,-0.231036,0.578505,1.00023,1.00009,1.00023,0.999991,0.936746,1.00516,0.999899,-0.0996215,1106.07,128
62.30,0.0439297,27.4127,-4.26279,8.16639,9.97612,2.80435,0,25.2999,3.52391,12.07,4.46054,4.01524,0.0423764,3.7233,0.490008,1.82765e-14,-0.012754,-0.012754,114.022,0,-0.231033,0.578495,1.00022,1.00009,1.00022,0.999988,0.936746,1.00516,0.9999,-0.0996213,1108.03,128
