Time(s),CoreTemperature(degC),CreatinineProductionRate(umol/s),KetoneProductionRate(umol/min),LactateProductionRate(mol/day),SkinTemperature(degC),SweatRate(g/s),TotalMetabolicRate(kcal/day)
40.82,37.0,-1.$,103,0.61,33.1,0,1737
40.84,37.0,-1.$,103,0.61,33.1,0,1737
40.86,37.0,-1.$,103,0.60,33.1,0,1737
40.88,37.0,-1.$,103,0.60,33.1,0,1737
40.90,37.0,-1.$,103,0.59,33.1,0,1737
40.92,37.0,-1.$,103,0.59,33.1,0,1737
40.94,37.0,-1.$,103,0.58,33.1,0,1737
40.96,37.0,-1.$,103,0.58,33.1,0,1737
40.98,37.0,-1.$,103,0.57,33.1,0,1737
41.00,37.0,-1.$,103,0.57,33.1,0,1737
41.02,37.0,-1.$,103,0.56,33.1,0,1737
41.04,37.0,-1.$,103,0.55,33.1,0,1737
41.06,37.0,-1.$,103,0.55,33.1,0,1737
41.08,37.0,-1.$,103,0.54,33.1,0,1737
41.10,37.0,-1.$,103,0.54,33.1,0,1737
41.12,37.0,-1.$,103,0.53,33.1,0,1737
41.14,37.0,-1.$,103,0.53,33.1,0,1737
41.16,37.0,-1.$,103,0.52,33.1,0,1737
41.18,37.0,-1.$,103,0.52,33.1,0,1737
41.20,37.0,-1.$,103,0.52,33.1,0,1737
41.22,37.0,-1.$,103,0.52,33.1,0,1737
41.24,37.0,-1.$,103,0.52,33.1,0,1737
41.26,37.0,-1.$,103,0.52,33.1,0,1737
41.28,37.0,-1.$,103,0.53,33.1,0,1737
41.30,37.0,-1.$,103,0.55,33.1,0,1737
41.32,37.0,-1.$,103,0.58,33.1,0,1737
41.34,37.0,-1.$,103,0.60,33.1,0,1737
41.36,37.0,-1.$,103,0.61,33.1,0,1737
41.38,37.0,-1.$,103,0.62,33.1,0,1737
41.40,37.0,-1.$,103,0.62,33.1,0,1737
41.42,37.0,-1.$,103,0.63,33.1,0,1737
41.44,37.0,-1.$,103,0.63,33.1,0,1737
41.46,37.0,-1.$,103,0.63,33.1,0,1737
41.48,37.0,-1.$,103,0.63,33.1,0,1737
41.50,37.0,-1.$,103,0.63,33.1,0,1737
41.52,37.0,-1.$,103,0.63,33.1,0,1737
41.54,37.0,-1.$,103,0.63,33.1,0,1737
41.56,37.0,-1.$,103,0.63,33.1,0,1737
41.58,37.0,-1.$,103,0.62,33.1,0,1737
41.60,37.0,-1.$,103,0.62,33.1,0,1737
41.62,37.0,-1.$,103,0.62,33.1,0,1737
41.64,37.0,-1.$,103,0.61,33.1,0,1737
41.66,37.0,-1.$,103,0.61,33.1,0,1737
41.68,37.0,-1.$,103,0.61,33.1,0,1737
41.70,37.0,-1.$,103,0.60,33.1,0,1737
41.72,37.0,-1.$,103,0.60,33.1,0,1737
41.74,37.0,-1.$,103,0.59,33.1,0,1737
41.76,37.0,-1.$,103,0.59,33.1,0,1737
41.78,37.0,-1.$,103,0.58,33.1,0,1737
41.80,37.0,-1.$,103,0.58,33.1,0,1737
41.82,37.0,-1.$,103,0.57,33.1,0,1737
41.84,37.0,-1.$,103,0.57,33.1,0,1737
41.86,37.0,-1.$,103,0.56,33.1,0,1737
41.88,37.0,-1.$,103,0.55,33.1,0,1737
41.90,37.0,-1.$,103,0.55,33.1,0,1737
41.92,37.0,-1.$,103,0.54,33.1,0,1737
41.94,37.0,-1.$,103,0.54,33.1,0,1737
41.96,37.0,-1.$,103,0.53,33.1,0,1737
41.98,37.0,-1.$,103,0.53,33.1,0,1737
42.00,37.0,-1.$,103,0.52,33.1,0,1737
42.02,37.0,-1.$,103,0.52,33.1,0,1737
42.04,37.0,-1.$,103,0.52,33.1,0,1737
42.06,37.0,-1.$,103,0.52,33.1,0,1737
42.08,37.0,-1.$,103,0.52,33.1,0,1737
42.10,37.0,-1.$,103,0.52,33.1,0,1737
42.12,37.0,-1.$,103,0.53,33.1,0,1737
42.14,37.0,-1.$,103,0.55,33.1,0,1737
42.16,37.0,-1.$,103,0.58,33.1,0,1737
42.18,37.0,-1.$,103,0.60,33.1,0,1737
42.20,37.0,-1.$,103,0.61,33.1,0,1737
42.22,37.0,-1.$,103,0.62,33.1,0,1737
42.24,37.0,-1.$,103,0.62,33.1,0,1737
42.26,37.0,-1.$,103,0.63,33.1,0,1737
42.28,37.0,-1.$,103,0.63,33.1,0,1737
42.30,37.0,-1.$,103,0.63,33.1,0,1737
42.32,37.0,-1.$,103,0.63,33.1,0,1737
42.34,37.0,-1.$,103,0.63,33.1,0,1737
42.36,37.0,-1.$,103,0.63,33.1,0,1737
42.38,37.0,-1.$,103,0.63,33.1,0,1737
42.40,37.0,-1.$,103,0.63,33.1,0,1737
42.42,37.0,-1.$,103,0.62,33.1,0,1737
42.44,37.0,-1.$,103,0.62,33.1,0,1737
42.46,37.0,-1.$,103,0.62,33.1,0,1737
42.48,37.0,-1.$,103,0.61,33.1,0,1737
42.50,37.0,-1.$,103,0.61,33.1,0,1737
42.52,37.0,-1.$,103,0.61,33.1,0,1737
42.54,37.0,-1.$,103,0.60,33.1,0,1737
42.56,37.0,-1.$,103,0.60,33.1,0,1737
42.58,37.0,-1.$,103,0.59,33.1,0,1737
42.60,37.0,-1.$,103,0.59,33.1,0,1737
42.62,37.0,-1.$,103,0.58,33.1,0,1737
42.64,37.0,-1.$,103,0.58,33.1,0,1737
42.66,37.0,-1.$,103,0.57,33.1,0,1737
42.68,37.0,-1.$,103,0.57,33.1,0,1737
42.70,37.0,-1.$,103,0.56,33.1,0,1737
42.72,37.0,-1.$,103,0.55,33.1,0,1737
42.74,37.0,-1.$,103,0.55,33.1,0,1737
42.76,37.0,-1.$,103,0.54,33.1,0,1737
42.78,37.0,-1.$,103,0.54,33.1,0,1737
42.80,37.0,-1.$,103,0.53,33.1,0,1737
42.82,37.0,-1.$,103,0.53,33.1,0,1737
42.84,37.0,-1.$,103,0.52,33.1,0,1737
42.86,37.0,-1.$,103,0.52,33.1,0,1737
42.88,37.0,-1.$,103,0.52,33.1,0,1737
42.90,37.0,-1.$,103,0.52,33.1,0,1737
42.92,37.0,-1.$,103,0.52,33.1,0,1737
42.94,37.0,-1.$,103,0.52,33.1,0,1737
42.96,37.0,-1.$,103,0.53,33.1,0,1737
42.98,37.0,-1.$,103,0.55,33.1,0,1737
43.00,37.0,-1.$,103,0.58,33.1,0,1737
43.02,37.0,-1.$,103,0.60,33.1,0,1737
43.04,37.0,-1.$,103,0.61,33.1,0,1737
43.06,37.0,-1.$,103,0.62,33.1,0,1737
43.08,37.0,-1.$,103,0.62,33.1,0,1737
43.10,37.0,-1.$,103,0.63,33.1,0,1737
43.12,37.0,-1.$,103,0.63,33.1,0,1737
43.14,37.0,-1.$,103,0.63,33.1,0,1737
43.16,37.0,-1.$,103,0.63,33.1,0,1737
43.18,37.0,-1.$,103,0.63,33.1,0,1737
43.20,37.0,-1.$,103,0.63,33.1,0,1737
43.22,37.0,-1.$,103,0.63,33.1,0,1737
43.24,37.0,-1.$,103,0.63,33.1,0,1737
43.26,37.0,-1.$,103,0.62,33.1,0,1737
43.28,37.0,-1.$,103,0.62,33.1,0,1737
43.30,37.0,-1.$,103,0.62,33.1,0,1737
43.32,37.0,-1.$,103,0.61,33.1,0,1737
43.34,37.0,-1.$,103,0.61,33.1,0,1737
43.36,37.0,-1.$,103,0.61,33.1,0,1737
43.38,37.0,-1.$,103,0.60,33.1,0,1737
43.40,37.0,-1.$,103,0.60,33.1,0,1737
43.42,37.0,-1.$,103,0.59,33.1,0,1737
43.44,37.0,-1.$,103,0.59,33.1,0,1737
43.46,37.0,-1.$,103,0.58,33.1,0,1737
43.48,37.0,-1.$,103,0.58,33.1,0,1737
43.50,37.0,-1.$,103,0.57,33.1,0,1737
43.52,37.0,-1.$,103,0.57,33.1,0,1737
43.54,37.0,-1.$,103,0.56,33.1,0,1737
43.56,37.0,-1.$,103,0.55,33.1,0,1737
43.58,37.0,-1.$,103,0.55,33.1,0,1737
43.60,37.0,-1.$,103,0.54,33.1,0,1737
43.62,37.0,-1.$,103,0.54,33.1,0,1737
43.64,37.0,-1.$,103,0.53,33.1,0,1737
43.66,37.0,-1.$,103,0.53,33.1,0,1737
43.68,37.0,-1.$,103,0.52,33.1,0,1737
43.70,37.0,-1.$,103,0.52,33.1,0,1737
43.72,37.0,-1.$,103,0.52,33.1,0,1737
43.74,37.0,-1.$,103,0.52,33.1,0,1737
43.76,37.0,-1.$,103,0.52,33.1,0,1737
43.78,37.0,-1.$,103,0.52,33.1,0,1737
43.80,37.0,-1.$,103,0.53,33.1,0,1737
43.82,37.0,-1.$,103,0.55,33.1,0,1737
43.84,37.0,-1.$,103,0.58,33.1,0,1737
43.86,37.0,-1.$,103,0.60,33.1,0,1737
43.88,37.0,-1.$,103,0.61,33.1,0,1737
43.90,37.0,-1.$,103,0.62,33.1,0,1737
43.92,37.0,-1.$,103,0.62,33.1,0,1737
43.94,37.0,-1.$,103,0.63,33.1,0,1737
43.96,37.0,-1.$,103,0.63,33.1,0,1737
43.98,37.0,-1.$,103,0.63,33.1,0,1737
44.00,37.0,-1.$,103,0.63,33.1,0,1737
44.02,37.0,-1.$,103,0.63,33.1,0,1737
44.04,37.0,-1.$,103,0.63,33.1,0,1737
44.06,37.0,-1.$,103,0.63,33.1,0,1737
44.08,37.0,-1.$,103,0.63,33.1,0,1737
44.10,37.0,-1.$,103,0.62,33.1,0,1737
44.12,37.0,-1.$,103,0.62,33.1,0,1737
44.14,37.0,-1.$,103,0.62,33.1,0,1737
44.16,37.0,-1.$,103,0.61,33.1,0,1737
44.18,37.0,-1.$,103,0.61,33.1,0,1737
44.20,37.0,-1.$,103,0.61,33.1,0,1737
44.22,37.0,-1.$,103,0.60,33.1,0,1737
44.24,37.0,-1.$,103,0.60,33.1,0,1737
44.26,37.0,-1.$,103,0.59,33.1,0,1737
44.28,37.0,-1.$,103,0.59,33.1,0,1737
44.30,37.0,-1.$,103,0.58,33.1,0,1737
44.32,37.0,-1.$,103,0.58,33.1,0,1737
44.34,37.0,-1.$,103,0.57,33.1,0,1737
44.36,37.0,-1.$,103,0.57,33.1,0,1737
44.38,37.0,-1.$,103,0.56,33.1,0,1737
44.40,37.0,-1.$,103,0.55,33.1,0,1737
44.42,37.0,-1.$,103,0.55,33.1,0,1737
44.44,37.0,-1.$,103,0.54,33.1,0,1737
44.46,37.0,-1.$,103,0.54,33.1,0,1737
44.48,37.0,-1.$,103,0.53,33.1,0,1737
44.50,37.0,-1.$,103,0.53,33.1,0,1737
44.52,37.0,-1.$,103,0.52,33.1,0,1737
44.54,37.0,-1.$,103,0.52,33.1,0,1737
44.56,37.0,-1.$,103,0.52,33.1,0,1737
44.58,37.0,-1.$,103,0.52,33.1,0,1737
44.60,37.0,-1.$,103,0.52,33.1,0,1737
44.62,37.0,-1.$,103,0.52,33.1,0,1737
44.64,37.0,-1.$,103,0.53,33.1,0,1737
44.66,37.0,-1.$,103,0.55,33.1,0,1737
44.68,37.0,-1.$,103,0.58,33.1,0,1737
44.70,37.0,-1.$,103,0.60,33.1,0,1737
44.72,37.0,-1.$,103,0.61,33.1,0,1737
44.74,37.0,-1.$,103,0.62,33.1,0,1737
44.76,37.0,-1.$,103,0.62,33.1,0,1737
44.78,37.0,-1.$,103,0.63,33.1,0,1737
44.80,37.0,-1.$,103,0.63,33.1,0,1737
44.82,37.0,-1.$,103,0.63,33.1,0,1737
44.84,37.0,-1.$,103,0.63,33.1,0,1737
44.86,37.0,-1.$,103,0.63,33.1,0,1737
44.88,37.0,-1.$,103,0.63,33.1,0,1737
44.90,37.0,-1.$,103,0.63,33.1,0,1737
44.92,37.0,-1.$,103,0.63,33.1,0,1737
44.94,37.0,-1.$,103,0.62,33.1,0,1737
44.96,37.0,-1.$,103,0.62,33.1,0,1737
44.98,37.0,-1.$,103,0.62,33.1,0,1737
45.00,37.0,-1.$,103,0.61,33.1,0,1737
45.02,37.0,-1.$,103,0.61,33.1,0,1737
45.04,37.0,-1.$,103,0.61,33.1,0,1737
45.06,37.0,-1.$,103,0.60,33.1,0,1737
45.08,37.0,-1.$,103,0.60,33.1,0,1737
45.10,37.0,-1.$,103,0.59,33.1,0,1737
45.12,37.0,-1.$,103,0.59,33.1,0,1737
45.14,37.0,-1.$,103,0.58,33.1,0,1737
45.16,37.0,-1.$,103,0.58,33.1,0,1737
45.18,37.0,-1.$,103,0.57,33.1,0,1737
45.20,37.0,-1.$,103,0.57,33.1,0,1737
45.22,37.0,-1.$,103,0.56,33.1,0,1737
45.24,37.0,-1.$,103,0.55,33.1,0,1737
45.26,37.0,-1.$,103,0.55,33.1,0,1737
45.28,37.0,-1.$,103,0.54,33.1,0,1737
45.30,37.0,-1.$,103,0.54,33.1,0,1737
45.32,37.0,-1.$,103,0.53,33.1,0,1737
45.34,37.0,-1.$,103,0.53,33.1,0,1737
45.36,37.0,-1.$,103,0.52,33.1,0,1737
45.38,37.0,-1.$,103,0.52,33.1,0,1737
45.40,37.0,-1.$,103,0.52,33.1,0,1737
45.42,37.0,-1.$,103,0.52,33.1,0,1737
45.44,37.0,-1.$,103,0.52,33.1,0,1737
45.46,37.0,-1.$,103,0.52,33.1,0,1737
45.48,37.0,-1.$,103,0.53,33.1,0,1737
45.50,37.0,-1.$,103,0.55,33.1,0,1737
45.52,37.0,-1.$,103,0.58,33.1,0,1737
45.54,37.0,-1.$,103,0.60,33.1,0,1737
45.56,37.0,-1.$,103,0.61,33.1,0,1737
45.58,37.0,-1.$,103,0.62,33.1,0,1737
45.60,37.0,-1.$,103,0.62,33.1,0,1737
45.62,37.0,-1.$,103,0.63,33.1,0,1737
45.64,37.0,-1.$,103,0.63,33.1,0,1737
45.66,37.0,-1.$,103,0.63,33.1,0,1737
45.68,37.0,-1.$,103,0.63,33.1,0,1737
45.70,37.0,-1.$,103,0.63,33.1,0,1737
45.72,37.0,-1.$,103,0.63,33.1,0,1737
45.74,37.0,-1.$,103,0.63,33.1,0,1737
45.76,37.0,-1.$,103,0.63,33.1,0,1737
45.78,37.0,-1.$,103,0.62,33.1,0,1737
45.80,37.0,-1.$,103,0.62,33.1,0,1737
45.82,37.0,-1.$,103,0.62,33.1,0,1737
45.84,37.0,-1.$,103,0.61,33.1,0,1737
45.86,37.0,-1.$,103,0.61,33.1,0,1737
45.88,37.0,-1.$,103,0.61,33.1,0,1737
45.90,37.0,-1.$,103,0.60,33.1,0,1737
45.92,37.0,-1.$,103,0.60,33.1,0,1737
45.94,37.0,-1.$,103,0.59,33.1,0,1737
45.96,37.0,-1.$,103,0.59,33.1,0,1737
45.98,37.0,-1.$,103,0.58,33.1,0,1737
46.00,37.0,-1.$,103,0.58,33.1,0,1737
46.02,37.0,-1.$,103,0.57,33.1,0,1737
46.04,37.0,-1.$,103,0.57,33.1,0,1737
46.06,37.0,-1.$,103,0.56,33.1,0,1737
46.08,37.0,-1.$,103,0.55,33.1,0,1737
46.10,37.0,-1.$,103,0.55,33.1,0,1737
46.12,37.0,-1.$,103,0.54,33.1,0,1737
46.14,37.0,-1.$,103,0.54,33.1,0,1737
46.16,37.0,-1.$,103,0.53,33.1,0,1737
46.18,37.0,-1.$,103,0.53,33.1,0,1737
46.20,37.0,-1.$,103,0.52,33.1,0,1737
46.22,37.0,-1.$,103,0.52,33.1,0,1737
46.24,37.0,-1.$,103,0.52,33.1,0,1737
46.26,37.0,-1.$,103,0.52,33.1,0,1737
46.28,37.0,-1.$,103,0.52,33.1,0,1737
46.30,37.0,-1.$,103,0.52,33.1,0,1737
46.32,37.0,-1.$,103,0.53,33.1,0,1737
46.34,37.0,-1.$,103,0.55,33.1,0,1737
46.36,37.0,-1.$,103,0.58,33.1,0,1737
46.38,37.0,-1.$,103,0.60,33.1,0,1737
46.40,37.0,-1.$,103,0.61,33.1,0,1737
46.42,37.0,-1.$,103,0.62,33.1,0,1737
46.44,37.0,-1.$,103,0.62,33.1,0,1737
46.46,37.0,-1.$,103,0.63,33.1,0,1737
46.48,37.0,-1.$,103,0.63,33.1,0,1737
46.50,37.0,-1.$,103,0.63,33.1,0,1737
46.52,37.0,-1.$,103,0.63,33.1,0,1737
46.54,37.0,-1.$,103,0.63,33.1,0,1737
46.56,37.0,-1.$,103,0.63,33.1,0,1737
46.58,37.0,-1.$,103,0.63,33.1,0,1737
46.60,37.0,-1.$,103,0.63,33.1,0,1737
46.62,37.0,-1.$,103,0.62,33.1,0,1737
46.64,37.0,-1.$,103,0.62,33.1,0,1737
46.66,37.0,-1.$,103,0.62,33.1,0,1737
46.68,37.0,-1.$,103,0.61,33.1,0,1737
46.70,37.0,-1.$,103,0.61,33.1,0,1737
46.72,37.0,-1.$,103,0.61,33.1,0,1737
46.74,37.0,-1.$,103,0.60,33.1,0,1737
46.76,37.0,-1.$,103,0.60,33.1,0,1737
46.78,37.0,-1.$,103,0.59,33.1,0,1737
46.80,37.0,-1.$,103,0.59,33.1,0,1737
46.82,37.0,-1.$,103,0.58,33.1,0,1737
46.84,37.0,-1.$,103,0.58,33.1,0,1737
46.86,37.0,-1.$,103,0.57,33.1,0,1737
46.88,37.0,-1.$,103,0.57,33.1,0,1737
46.90,37.0,-1.$,103,0.56,33.1,0,1737
46.92,37.0,-1.$,103,0.55,33.1,0,1737
46.94,37.0,-1.$,103,0.55,33.1,0,1737
46.96,37.0,-1.$,103,0.54,33.1,0,1737
46.98,37.0,-1.$,103,0.54,33.1,0,1737
47.00,37.0,-1.$,103,0.53,33.1,0,1737
47.02,37.0,-1.$,103,0.53,33.1,0,1737
47.04,37.0,-1.$,103,0.52,33.1,0,1737
47.06,37.0,-1.$,103,0.52,33.1,0,1737
47.08,37.0,-1.$,103,0.52,33.1,0,1737
47.10,37.0,-1.$,103,0.52,33.1,0,1737
47.12,37.0,-1.$,103,0.52,33.1,0,1737
47.14,37.0,-1.$,103,0.52,33.1,0,1737
47.16,37.0,-1.$,103,0.53,33.1,0,1737
47.18,37.0,-1.$,103,0.55,33.1,0,1737
47.20,37.0,-1.$,103,0.58,33.1,0,1737
47.22,37.0,-1.$,103,0.60,33.1,0,1737
47.24,37.0,-1.$,103,0.61,33.1,0,1737
47.26,37.0,-1.$,103,0.62,33.1,0,1737
47.28,37.0,-1.$,103,0.62,33.1,0,1737
47.30,37.0,-1.$,103,0.63,33.1,0,1737
47.32,37.0,-1.$,103,0.63,33.1,0,1737
47.34,37.0,-1.$,103,0.63,33.1,0,1737
47.36,37.0,-1.$,103,0.63,33.1,0,1737
47.38,37.0,-1.$,103,0.63,33.1,0,1737
47.40,37.0,-1.$,103,0.63,33.1,0,1737
47.42,37.0,-1.$,103,0.63,33.1,0,1737
47.44,37.0,-1.$,103,0.63,33.1,0,1737
47.46,37.0,-1.$,103,0.62,33.1,0,1737
47.48,37.0,-1.$,103,0.62,33.1,0,1737
47.50,37.0,-1.$,103,0.62,33.1,0,1737
47.52,37.0,-1.$,103,0.61,33.1,0,1737
47.54,37.0,-1.$,103,0.61,33.1,0,1737
47.56,37.0,-1.$,103,0.61,33.1,0,1737
47.58,37.0,-1.$,103,0.60,33.1,0,1737
47.60,37.0,-1.$,103,0.60,33.1,0,1737
47.62,37.0,-1.$,103,0.59,33.1,0,1737
47.64,37.0,-1.$,103,0.59,33.1,0,1737
47.66,37.0,-1.$,103,0.58,33.1,0,1737
47.68,37.0,-1.$,103,0.58,33.1,0,1737
47.70,37.0,-1.$,103,0.57,33.1,0,1737
47.72,37.0,-1.$,103,0.57,33.1,0,1737
47.74,37.0,-1.$,103,0.56,33.1,0,1737
47.76,37.0,-1.$,103,0.55,33.1,0,1737
47.78,37.0,-1.$,103,0.55,33.1,0,1737
47.80,37.0,-1.$,103,0.54,33.1,0,1737
47.82,37.0,-1.$,103,0.54,33.1,0,1737
47.84,37.0,-1.$,103,0.53,33.1,0,1737
47.86,37.0,-1.$,103,0.53,33.1,0,1737
47.88,37.0,-1.$,103,0.52,33.1,0,1737
47.90,37.0,-1.$,103,0.52,33.1,0,1737
47.92,37.0,-1.$,103,0.52,33.1,0,1737
47.94,37.0,-1.$,103,0.52,33.1,0,1737
47.96,37.0,-1.$,103,0.52,33.1,0,1737
47.98,37.0,-1.$,103,0.52,33.1,0,1737
48.00,37.0,-1.$,103,0.53,33.1,0,1737
48.02,37.0,-1.$,103,0.55,33.1,0,1737
48.04,37.0,-1.$,103,0.58,33.1,0,1737
48.06,37.0,-1.$,103,0.60,33.1,0,1737
48.08,37.0,-1.$,103,0.61,33.1,0,1737
48.10,37.0,-1.$,103,0.62,33.1,0,1737
48.12,37.0,-1.$,103,0.62,33.1,0,1737
48.14,37.0,-1.$,103,0.63,33.1,0,1737
48.16,37.0,-1.$,103,0.63,33.1,0,1737
48.18,37.0,-1.$,103,0.63,33.1,0,1737
48.20,37.0,-1.$,103,0.63,33.1,0,1737
48.22,37.0,-1.$,103,0.63,33.1,0,1737
48.24,37.0,-1.$,103,0.63,33.1,0,1737
48.26,37.0,-1.$,103,0.63,33.1,0,1737
48.28,37.0,-1.$,103,0.63,33.1,0,1737
48.30,37.0,-1.$,103,0.62,33.1,0,1737
48.32,37.0,-1.$,103,0.62,33.1,0,1737
48.34,37.0,-1.$,103,0.62,33.1,0,1737
48.36,37.0,-1.$,103,0.61,33.1,0,1737
48.38,37.0,-1.$,103,0.61,33.1,0,1737
48.40,37.0,-1.$,103,0.61,33.1,0,1737
48.42,37.0,-1.$,103,0.60,33.1,0,1737
48.44,37.0,-1.$,103,0.60,33.1,0,1737
48.46,37.0,-1.$,103,0.59,33.1,0,1737
48.48,37.0,-1.$,103,0.59,33.1,0,1737
48.50,37.0,-1.$,103,0.58,33.1,0,1737
48.52,37.0,-1.$,103,0.58,33.1,0,1737
48.54,37.0,-1.$,103,0.57,33.1,0,1737
48.56,37.0,-1.$,103,0.57,33.1,0,1737
48.58,37.0,-1.$,103,0.56,33.1,0,1737
48.60,37.0,-1.$,103,0.55,33.1,0,1737
48.62,37.0,-1.$,103,0.55,33.1,0,1737
48.64,37.0,-1.$,103,0.54,33.1,0,1737
48.66,37.0,-1.$,103,0.54,33.1,0,1737
48.68,37.0,-1.$,103,0.53,33.1,0,1737
48.70,37.0,-1.$,103,0.53,33.1,0,1737
48.72,37.0,-1.$,103,0.52,33.1,0,1737
48.74,37.0,-1.$,103,0.52,33.1,0,1737
48.76,37.0,-1.$,103,0.52,33.1,0,1737
48.78,37.0,-1.$,103,0.52,33.1,0,1737
48.80,37.0,-1.$,103,0.52,33.1,0,1737
48.82,37.0,-1.$,103,0.52,33.1,0,1737
48.84,37.0,-1.$,103,0.53,33.1,0,1737
48.86,37.0,-1.$,103,0.55,33.1,0,1737
48.88,37.0,-1.$,103,0.58,33.1,0,1737
48.90,37.0,-1.$,103,0.60,33.1,0,1737
48.92,37.0,-1.$,103,0.61,33.1,0,1737
48.94,37.0,-1.$,103,0.62,33.1,0,1737
48.96,37.0,-1.$,103,0.62,33.1,0,1737
48.98,37.0,-1.$,103,0.63,33.1,0,1737
49.00,37.0,-1.$,103,0.63,33.1,0,1737
49.02,37.0,-1.$,103,0.63,33.1,0,1737
49.04,37.0,-1.$,103,0.63,33.1,0,1737
49.06,37.0,-1.$,103,0.63,33.1,0,1737
49.08,37.0,-1.$,103,0.63,33.1,0,1737
49.10,37.0,-1.$,103,0.63,33.1,0,1737
49.12,37.0,-1.$,103,0.63,33.1,0,1737
49.14,37.0,-1.$,103,0.62,33.1,0,1737
49.16,37.0,-1.$,103,0.62,33.1,0,1737
49.18,37.0,-1.$,103,0.62,33.1,0,1737
49.20,37.0,-1.$,103,0.61,33.1,0,1737
49.22,37.0,-1.$,103,0.61,33.1,0,1737
49.24,37.0,-1.$,103,0.61,33.1,0,1737
49.26,37.0,-1.$,103,0.60,33.1,0,1737
49.28,37.0,-1.$,104,0.60,33.1,0,1737
49.30,37.0,-1.$,104,0.59,33.1,0,1737
49.32,37.0,-1.$,104,0.59,33.1,0,1737
49.34,37.0,-1.$,104,0.58,33.1,0,1737
49.36,37.0,-1.$,104,0.58,33.1,0,1737
49.38,37.0,-1.$,104,0.57,33.1,0,1737
49.40,37.0,-1.$,104,0.57,33.1,0,1737
49.42,37.0,-1.$,104,0.56,33.1,0,1737
49.44,37.0,-1.$,104,0.55,33.1,0,1737
49.46,37.0,-1.$,104,0.55,33.1,0,1737
49.48,37.0,-1.$,104,0.54,33.1,0,1737
49.50,37.0,-1.$,104,0.54,33.1,0,1737
49.52,37.0,-1.$,104,0.53,33.1,0,1737
49.54,37.0,-1.$,104,0.53,33.1,0,1737
49.56,37.0,-1.$,104,0.52,33.1,0,1737
49.58,37.0,-1.$,104,0.52,33.1,0,1737
49.60,37.0,-1.$,104,0.52,33.1,0,1737
49.62,37.0,-1.$,104,0.52,33.1,0,1737
49.64,37.0,-1.$,104,0.52,33.1,0,1737
49.66,37.0,-1.$,104,0.52,33.1,0,1737
49.68,37.0,-1.$,104,0.53,33.1,0,1737
49.70,37.0,-1.$,104,0.55,33.1,0,1737
49.72,37.0,-1.$,104,0.58,33.1,0,1737
49.74,37.0,-1.$,104,0.60,33.1,0,1737
49.76,37.0,-1.$,104,0.61,33.1,0,1737
49.78,37.0,-1.$,104,0.62,33.1,0,1737
49.80,37.0,-1.$,104,0.62,33.1,0,1737
49.82,37.0,-1.$,104,0.63,33.1,0,1737
49.84,37.0,-1.$,104,0.63,33.1,0,1737
49.86,37.0,-1.$,104,0.63,33.1,0,1737
49.88,37.0,-1.$,104,0.63,33.1,0,1737
49.90,37.0,-1.$,104,0.63,33.1,0,1737
49.92,37.0,-1.$,104,0.63,33.1,0,1737
49.94,37.0,-1.$,104,0.63,33.1,0,1737
49.96,37.0,-1.$,104,0.63,33.1,0,1737
49.98,37.0,-1.$,104,0.62,33.1,0,1737
50.00,37.0,-1.$,104,0.62,33.1,0,1737
50.02,37.0,-1.$,104,0.62,33.1,0,1737
50.04,37.0,-1.$,104,0.61,33.1,0,1737
50.06,37.0,-1.$,104,0.61,33.1,0,1737
50.08,37.0,-1.$,104,0.61,33.1,0,1737
50.10,37.0,-1.$,104,0.60,33.1,0,1737
50.12,37.0,-1.$,104,0.60,33.1,0,1737
50.14,37.0,-1.$,104,0.59,33.1,0,1737
50.16,37.0,-1.$,104,0.59,33.1,0,1737
50.18,37.0,-1.$,104,0.58,33.1,0,1737
50.20,37.0,-1.$,104,0.58,33.1,0,1737
50.22,37.0,-1.$,104,0.57,33.1,0,1737
50.24,37.0,-1.$,104,0.57,33.1,0,1737
50.26,37.0,-1.$,104,0.56,33.1,0,1737
50.28,37.0,-1.$,104,0.55,33.1,0,1737
50.30,37.0,-1.$,104,0.55,33.1,0,1737
50.32,37.0,-1.$,104,0.54,33.1,0,1737
50.34,37.0,-1.$,104,0.54,33.1,0,1737
50.36,37.0,-1.$,104,0.53,33.1,0,1737
50.38,37.0,-1.$,104,0.53,33.1,0,1737
50.40,37.0,-1.$,104,0.52,33.1,0,1737
50.42,37.0,-1.$,104,0.52,33.1,0,1737
50.44,37.0,-1.$,104,0.52,33.1,0,1737
50.46,37.0,-1.$,104,0.52,33.1,0,1737
50.48,37.0,-1.$,104,0.52,33.1,0,1737
50.50,37.0,-1.$,104,0.52,33.1,0,1737
50.52,37.0,-1.$,104,0.53,33.1,0,1737
50.54,37.0,-1.$,104,0.55,33.1,0,1737
50.56,37.0,-1.$,104,0.58,33.1,0,1737
50.58,37.0,-1.$,104,0.60,33.1,0,1737
50.60,37.0,-1.$,104,0.61,33.1,0,1737
50.62,37.0,-1.$,104,0.62,33.1,0,1737
50.64,37.0,-1.$,104,0.62,33.1,0,1737
50.66,37.0,-1.$,104,0.63,33.1,0,1737
50.68,37.0,-1.$,104,0.63,33.1,0,1737
50.70,37.0,-1.$,104,0.63,33.1,0,1737
50.72,37.0,-1.$,104,0.63,33.1,0,1737
