Time(s),CoreTemperature(degC),CreatinineProductionRate(umol/s),KetoneProductionRate(umol/min),LactateProductionRate(mol/day),SkinTemperature(degC),SweatRate(g/s),TotalMetabolicRate(kcal/day)
30.90,37.0,-1.$,102,0.57,33.1,0,1737
30.92,37.0,-1.$,102,0.57,33.1,0,1737
30.94,37.0,-1.$,102,0.56,33.1,0,1737
30.96,37.0,-1.$,102,0.55,33.1,0,1737
30.98,37.0,-1.$,102,0.55,33.1,0,1737
31.00,37.0,-1.$,102,0.54,33.1,0,1737
31.02,37.0,-1.$,102,0.54,33.1,0,1737
31.04,37.0,-1.$,102,0.53,33.1,0,1737
31.06,37.0,-1.$,102,0.53,33.1,0,1737
31.08,37.0,-1.$,102,0.52,33.1,0,1737
31.10,37.0,-1.$,102,0.52,33.1,0,1737
31.12,37.0,-1.$,102,0.52,33.1,0,1737
31.14,37.0,-1.$,102,0.52,33.1,0,1737
31.16,37.0,-1.$,102,0.52,33.1,0,1737
31.18,37.0,-1.$,102,0.52,33.1,0,1737
31.20,37.0,-1.$,102,0.53,33.1,0,1737
31.22,37.0,-1.$,102,0.55,33.1,0,1737
31.24,37.0,-1.$,102,0.58,33.1,0,1737
31.26,37.0,-1.$,102,0.60,33.1,0,1737
31.28,37.0,-1.$,102,0.61,33.1,0,1737
31.30,37.0,-1.$,102,0.62,33.1,0,1737
31.32,37.0,-1.$,102,0.62,33.1,0,1737
31.34,37.0,-1.$,102,0.63,33.1,0,1737
31.36,37.0,-1.$,102,0.63,33.1,0,1737
31.38,37.0,-1.$,102,0.63,33.1,0,1737
31.40,37.0,-1.$,102,0.63,33.1,0,1737
31.42,37.0,-1.$,102,0.63,33.1,0,1737
31.44,37.0,-1.$,102,0.63,33.1,0,1737
31.46,37.0,-1.$,102,0.63,33.1,0,1737
31.48,37.0,-1.$,102,0.63,33.1,0,1737
31.50,37.0,-1.$,102,0.62,33.1,0,1737
31.52,37.0,-1.$,102,0.62,33.1,0,1737
31.54,37.0,-1.$,102,0.62,33.1,0,1737
31.56,37.0,-1.$,102,0.61,33.1,0,1737
31.58,37.0,-1.$,102,0.61,33.1,0,1737
31.60,37.0,-1.$,102,0.61,33.1,0,1737
31.62,37.0,-1.$,102,0.60,33.1,0,1737
31.64,37.0,-1.$,102,0.60,33.1,0,1737
31.66,37.0,-1.$,102,0.59,33.1,0,1737
31.68,37.0,-1.$,102,0.59,33.1,0,1737
31.70,37.0,-1.$,102,0.58,33.1,0,1737
31.72,37.0,-1.$,102,0.58,33.1,0,1737
31.74,37.0,-1.$,102,0.57,33.1,0,1737
31.76,37.0,-1.$,102,0.57,33.1,0,1737
31.78,37.0,-1.$,102,0.56,33.1,0,1737
31.80,37.0,-1.$,102,0.55,33.1,0,1737
31.82,37.0,-1.$,102,0.55,33.1,0,1737
31.84,37.0,-1.$,102,0.54,33.1,0,1737
31.86,37.0,-1.$,102,0.54,33.1,0,1737
31.88,37.0,-1.$,102,0.53,33.1,0,1737
31.90,37.0,-1.$,102,0.53,33.1,0,1737
31.92,37.0,-1.$,102,0.52,33.1,0,1737
31.94,37.0,-1.$,102,0.52,33.1,0,1737
31.96,37.0,-1.$,102,0.52,33.1,0,1737
31.98,37.0,-1.$,102,0.52,33.1,0,1737
32.00,37.0,-1.$,102,0.52,33.1,0,1737
32.02,37.0,-1.$,102,0.52,33.1,0,1737
32.04,37.0,-1.$,102,0.53,33.1,0,1737
32.06,37.0,-1.$,102,0.55,33.1,0,1737
32.08,37.0,-1.$,102,0.58,33.1,0,1737
32.10,37.0,-1.$,102,0.60,33.1,0,1737
32.12,37.0,-1.$,102,0.61,33.1,0,1737
32.14,37.0,-1.$,102,0.62,33.1,0,1737
32.16,37.0,-1.$,102,0.62,33.1,0,1737
32.18,37.0,-1.$,102,0.63,33.1,0,1737
32.20,37.0,-1.$,102,0.63,33.1,0,1737
32.22,37.0,-1.$,102,0.63,33.1,0,1737
32.24,37.0,-1.$,102,0.63,33.1,0,1737
32.26,37.0,-1.$,102,0.63,33.1,0,1737
32.28,37.0,-1.$,102,0.63,33.1,0,1737
32.30,37.0,-1.$,102,0.63,33.1,0,1737
32.32,37.0,-1.$,102,0.63,33.1,0,1737
32.34,37.0,-1.$,102,0.62,33.1,0,1737
32.36,37.0,-1.$,102,0.62,33.1,0,1737
32.38,37.0,-1.$,102,0.62,33.1,0,1737
32.40,37.0,-1.$,102,0.61,33.1,0,1737
32.42,37.0,-1.$,102,0.61,33.1,0,1737
32.44,37.0,-1.$,102,0.61,33.1,0,1737
32.46,37.0,-1.$,102,0.60,33.1,0,1737
32.48,37.0,-1.$,102,0.60,33.1,0,1737
32.50,37.0,-1.$,102,0.59,33.1,0,1737
32.52,37.0,-1.$,102,0.59,33.1,0,1737
32.54,37.0,-1.$,102,0.58,33.1,0,1737
32.56,37.0,-1.$,102,0.58,33.1,0,1737
32.58,37.0,-1.$,102,0.57,33.1,0,1737
32.60,37.0,-1.$,102,0.57,33.1,0,1737
32.62,37.0,-1.$,102,0.56,33.1,0,1737
32.64,37.0,-1.$,102,0.55,33.1,0,1737
32.66,37.0,-1.$,102,0.55,33.1,0,1737
32.68,37.0,-1.$,102,0.54,33.1,0,1737
32.70,37.0,-1.$,102,0.54,33.1,0,1737
32.72,37.0,-1.$,102,0.53,33.1,0,1737
32.74,37.0,-1.$,102,0.53,33.1,0,1737
32.76,37.0,-1.$,102,0.52,33.1,0,1737
32.78,37.0,-1.$,102,0.52,33.1,0,1737
32.80,37.0,-1.$,102,0.52,33.1,0,1737
32.82,37.0,-1.$,102,0.52,33.1,0,1737
32.84,37.0,-1.$,102,0.52,33.1,0,1737
32.86,37.0,-1.$,102,0.52,33.1,0,1737
32.88,37.0,-1.$,102,0.53,33.1,0,1737
32.90,37.0,-1.$,102,0.55,33.1,0,1737
32.92,37.0,-1.$,102,0.58,33.1,0,1737
32.94,37.0,-1.$,102,0.60,33.1,0,1737
32.96,37.0,-1.$,102,0.61,33.1,0,1737
32.98,37.0,-1.$,102,0.62,33.1,0,1737
33.00,37.0,-1.$,102,0.62,33.1,0,1737
33.02,37.0,-1.$,102,0.63,33.1,0,1737
33.04,37.0,-1.$,102,0.63,33.1,0,1737
33.06,37.0,-1.$,102,0.63,33.1,0,1737
33.08,37.0,-1.$,102,0.63,33.1,0,1737
33.10,37.0,-1.$,102,0.63,33.1,0,1737
33.12,37.0,-1.$,102,0.63,33.1,0,1737
33.14,37.0,-1.$,102,0.63,33.1,0,1737
33.16,37.0,-1.$,102,0.63,33.1,0,1737
33.18,37.0,-1.$,102,0.62,33.1,0,1737
33.20,37.0,-1.$,102,0.62,33.1,0,1737
33.22,37.0,-1.$,102,0.62,33.1,0,1737
33.24,37.0,-1.$,102,0.61,33.1,0,1737
33.26,37.0,-1.$,102,0.61,33.1,0,1737
33.28,37.0,-1.$,102,0.61,33.1,0,1737
33.30,37.0,-1.$,102,0.60,33.1,0,1737
33.32,37.0,-1.$,102,0.60,33.1,0,1737
33.34,37.0,-1.$,102,0.59,33.1,0,1737
33.36,37.0,-1.$,102,0.59,33.1,0,1737
33.38,37.0,-1.$,102,0.58,33.1,0,1737
33.40,37.0,-1.$,102,0.58,33.1,0,1737
33.42,37.0,-1.$,102,0.57,33.1,0,1737
33.44,37.0,-1.$,102,0.57,33.1,0,1737
33.46,37.0,-1.$,102,0.56,33.1,0,1737
33.48,37.0,-1.$,102,0.55,33.1,0,1737
33.50,37.0,-1.$,102,0.55,33.1,0,1737
33.52,37.0,-1.$,102,0.54,33.1,0,1737
33.54,37.0,-1.$,102,0.54,33.1,0,1737
33.56,37.0,-1.$,102,0.53,33.1,0,1737
33.58,37.0,-1.$,102,0.53,33.1,0,1737
33.60,37.0,-1.$,102,0.52,33.1,0,1737
33.62,37.0,-1.$,102,0.52,33.1,0,1737
33.64,37.0,-1.$,102,0.52,33.1,0,1737
33.66,37.0,-1.$,102,0.52,33.1,0,1737
33.68,37.0,-1.$,102,0.52,33.1,0,1737
33.70,37.0,-1.$,102,0.52,33.1,0,1737
33.72,37.0,-1.$,102,0.53,33.1,0,1737
33.74,37.0,-1.$,102,0.55,33.1,0,1737
33.76,37.0,-1.$,102,0.58,33.1,0,1737
33.78,37.0,-1.$,102,0.60,33.1,0,1737
33.80,37.0,-1.$,102,0.61,33.1,0,1737
33.82,37.0,-1.$,102,0.62,33.1,0,1737
33.84,37.0,-1.$,102,0.62,33.1,0,1737
33.86,37.0,-1.$,102,0.63,33.1,0,1737
33.88,37.0,-1.$,102,0.63,33.1,0,1737
33.90,37.0,-1.$,102,0.63,33.1,0,1737
33.92,37.0,-1.$,102,0.63,33.1,0,1737
33.94,37.0,-1.$,102,0.63,33.1,0,1737
33.96,37.0,-1.$,102,0.63,33.1,0,1737
33.98,37.0,-1.$,102,0.63,33.1,0,1737
34.00,37.0,-1.$,102,0.63,33.1,0,1737
34.02,37.0,-1.$,102,0.62,33.1,0,1737
34.04,37.0,-1.$,102,0.62,33.1,0,1737
34.06,37.0,-1.$,102,0.62,33.1,0,1737
34.08,37.0,-1.$,102,0.61,33.1,0,1737
34.10,37.0,-1.$,102,0.61,33.1,0,1737
34.12,37.0,-1.$,102,0.61,33.1,0,1737
34.14,37.0,-1.$,102,0.60,33.1,0,1737
34.16,37.0,-1.$,102,0.60,33.1,0,1737
34.18,37.0,-1.$,102,0.59,33.1,0,1737
34.20,37.0,-1.$,102,0.59,33.1,0,1737
34.22,37.0,-1.$,102,0.58,33.1,0,1737
34.24,37.0,-1.$,102,0.58,33.1,0,1737
34.26,37.0,-1.$,102,0.57,33.1,0,1737
34.28,37.0,-1.$,102,0.57,33.1,0,1737
34.30,37.0,-1.$,102,0.56,33.1,0,1737
34.32,37.0,-1.$,102,0.55,33.1,0,1737
34.34,37.0,-1.$,102,0.55,33.1,0,1737
34.36,37.0,-1.$,102,0.54,33.1,0,1737
34.38,37.0,-1.$,102,0.54,33.1,0,1737
34.40,37.0,-1.$,102,0.53,33.1,0,1737
34.42,37.0,-1.$,102,0.53,33.1,0,1737
34.44,37.0,-1.$,102,0.52,33.1,0,1737
34.46,37.0,-1.$,102,0.52,33.1,0,1737
34.48,37.0,-1.$,102,0.52,33.1,0,1737
34.50,37.0,-1.$,102,0.52,33.1,0,1737
34.52,37.0,-1.$,102,0.52,33.1,0,1737
34.54,37.0,-1.$,102,0.52,33.1,0,1737
34.56,37.0,-1.$,102,0.53,33.1,0,1737
34.58,37.0,-1.$,102,0.55,33.1,0,1737
34.60,37.0,-1.$,102,0.58,33.1,0,1737
34.62,37.0,-1.$,102,0.60,33.1,0,1737
34.64,37.0,-1.$,102,0.61,33.1,0,1737
34.66,37.0,-1.$,102,0.62,33.1,0,1737
34.68,37.0,-1.$,102,0.62,33.1,0,1737
34.70,37.0,-1.$,102,0.63,33.1,0,1737
34.72,37.0,-1.$,102,0.63,33.1,0,1737
34.74,37.0,-1.$,102,0.63,33.1,0,1737
34.76,37.0,-1.$,102,0.63,33.1,0,1737
34.78,37.0,-1.$,102,0.63,33.1,0,1737
34.80,37.0,-1.$,102,0.63,33.1,0,1737
34.82,37.0,-1.$,102,0.63,33.1,0,1737
34.84,37.0,-1.$,102,0.63,33.1,0,1737
34.86,37.0,-1.$,102,0.62,33.1,0,1737
34.88,37.0,-1.$,102,0.62,33.1,0,1737
34.90,37.0,-1.$,102,0.62,33.1,0,1737
34.92,37.0,-1.$,102,0.61,33.1,0,1737
34.94,37.0,-1.$,102,0.61,33.1,0,1737
34.96,37.0,-1.$,102,0.61,33.1,0,1737
34.98,37.0,-1.$,102,0.60,33.1,0,1737
35.00,37.0,-1.$,102,0.60,33.1,0,1737
35.02,37.0,-1.$,102,0.59,33.1,0,1737
35.04,37.0,-1.$,102,0.59,33.1,0,1737
35.06,37.0,-1.$,102,0.58,33.1,0,1737
35.08,37.0,-1.$,102,0.58,33.1,0,1737
35.10,37.0,-1.$,102,0.57,33.1,0,1737
35.12,37.0,-1.$,102,0.57,33.1,0,1737
35.14,37.0,-1.$,102,0.56,33.1,0,1737
35.16,37.0,-1.$,102,0.55,33.1,0,1737
35.18,37.0,-1.$,102,0.55,33.1,0,1737
35.20,37.0,-1.$,102,0.54,33.1,0,1737
35.22,37.0,-1.$,102,0.54,33.1,0,1737
35.24,37.0,-1.$,102,0.53,33.1,0,1737
35.26,37.0,-1.$,102,0.53,33.1,0,1737
35.28,37.0,-1.$,102,0.52,33.1,0,1737
35.30,37.0,-1.$,102,0.52,33.1,0,1737
35.32,37.0,-1.$,102,0.52,33.1,0,1737
35.34,37.0,-1.$,102,0.52,33.1,0,1737
35.36,37.0,-1.$,102,0.52,33.1,0,1737
35.38,37.0,-1.$,102,0.52,33.1,0,1737
35.40,37.0,-1.$,102,0.53,33.1,0,1737
35.42,37.0,-1.$,102,0.55,33.1,0,1737
35.44,37.0,-1.$,102,0.58,33.1,0,1737
35.46,37.0,-1.$,102,0.60,33.1,0,1737
35.48,37.0,-1.$,102,0.61,33.1,0,1737
35.50,37.0,-1.$,102,0.62,33.1,0,1737
35.52,37.0,-1.$,102,0.62,33.1,0,1737
35.54,37.0,-1.$,102,0.63,33.1,0,1737
35.56,37.0,-1.$,102,0.63,33.1,0,1737
35.58,37.0,-1.$,102,0.63,33.1,0,1737
35.60,37.0,-1.$,102,0.63,33.1,0,1737
35.62,37.0,-1.$,102,0.63,33.1,0,1737
35.64,37.0,-1.$,102,0.63,33.1,0,1737
35.66,37.0,-1.$,102,0.63,33.1,0,1737
35.68,37.0,-1.$,102,0.63,33.1,0,1737
35.70,37.0,-1.$,102,0.62,33.1,0,1737
35.72,37.0,-1.$,102,0.62,33.1,0,1737
35.74,37.0,-1.$,102,0.62,33.1,0,1737
35.76,37.0,-1.$,102,0.61,33.1,0,1737
35.78,37.0,-1.$,102,0.61,33.1,0,1737
35.80,37.0,-1.$,102,0.61,33.1,0,1737
35.82,37.0,-1.$,102,0.60,33.1,0,1737
35.84,37.0,-1.$,102,0.60,33.1,0,1737
35.86,37.0,-1.$,102,0.59,33.1,0,1737
35.88,37.0,-1.$,102,0.59,33.1,0,1737
35.90,37.0,-1.$,102,0.58,33.1,0,1737
35.92,37.0,-1.$,102,0.58,33.1,0,1737
35.94,37.0,-1.$,102,0.57,33.1,0,1737
35.96,37.0,-1.$,102,0.57,33.1,0,1737
35.98,37.0,-1.$,102,0.56,33.1,0,1737
36.00,37.0,-1.$,102,0.55,33.1,0,1737
36.02,37.0,-1.$,102,0.55,33.1,0,1737
36.04,37.0,-1.$,102,0.54,33.1,0,1737
36.06,37.0,-1.$,102,0.54,33.1,0,1737
36.08,37.0,-1.$,102,0.53,33.1,0,1737
36.10,37.0,-1.$,102,0.53,33.1,0,1737
36.12,37.0,-1.$,102,0.52,33.1,0,1737
36.14,37.0,-1.$,102,0.52,33.1,0,1737
36.16,37.0,-1.$,102,0.52,33.1,0,1737
36.18,37.0,-1.$,102,0.52,33.1,0,1737
36.20,37.0,-1.$,102,0.52,33.1,0,1737
36.22,37.0,-1.$,102,0.52,33.1,0,1737
36.24,37.0,-1.$,102,0.53,33.1,0,1737
36.26,37.0,-1.$,102,0.55,33.1,0,1737
36.28,37.0,-1.$,102,0.58,33.1,0,1737
36.30,37.0,-1.$,102,0.60,33.1,0,1737
36.32,37.0,-1.$,102,0.61,33.1,0,1737
36.34,37.0,-1.$,102,0.62,33.1,0,1737
36.36,37.0,-1.$,102,0.62,33.1,0,1737
36.38,37.0,-1.$,102,0.63,33.1,0,1737
36.40,37.0,-1.$,102,0.63,33.1,0,1737
36.42,37.0,-1.$,102,0.63,33.1,0,1737
36.44,37.0,-1.$,102,0.63,33.1,0,1737
36.46,37.0,-1.$,102,0.63,33.1,0,1737
36.48,37.0,-1.$,102,0.63,33.1,0,1737
36.50,37.0,-1.$,102,0.63,33.1,0,1737
36.52,37.0,-1.$,102,0.63,33.1,0,1737
36.54,37.0,-1.$,102,0.62,33.1,0,1737
36.56,37.0,-1.$,102,0.62,33.1,0,1737
36.58,37.0,-1.$,102,0.62,33.1,0,1737
36.60,37.0,-1.$,102,0.61,33.1,0,1737
36.62,37.0,-1.$,102,0.61,33.1,0,1737
36.64,37.0,-1.$,102,0.61,33.1,0,1737
36.66,37.0,-1.$,102,0.60,33.1,0,1737
36.68,37.0,-1.$,103,0.60,33.1,0,1737
36.70,37.0,-1.$,103,0.59,33.1,0,1737
36.72,37.0,-1.$,103,0.59,33.1,0,1737
36.74,37.0,-1.$,103,0.58,33.1,0,1737
36.76,37.0,-1.$,103,0.58,33.1,0,1737
36.78,37.0,-1.$,103,0.57,33.1,0,1737
36.80,37.0,-1.$,103,0.57,33.1,0,1737
36.82,37.0,-1.$,103,0.56,33.1,0,1737
36.84,37.0,-1.$,103,0.55,33.1,0,1737
36.86,37.0,-1.$,103,0.55,33.1,0,1737
36.88,37.0,-1.$,103,0.54,33.1,0,1737
36.90,37.0,-1.$,103,0.54,33.1,0,1737
36.92,37.0,-1.$,103,0.53,33.1,0,1737
36.94,37.0,-1.$,103,0.53,33.1,0,1737
36.96,37.0,-1.$,103,0.52,33.1,0,1737
36.98,37.0,-1.$,103,0.52,33.1,0,1737
37.00,37.0,-1.$,103,0.52,33.1,0,1737
37.02,37.0,-1.$,103,0.52,33.1,0,1737
37.04,37.0,-1.$,103,0.52,33.1,0,1737
37.06,37.0,-1.$,103,0.52,33.1,0,1737
37.08,37.0,-1.$,103,0.53,33.1,0,1737
37.10,37.0,-1.$,103,0.55,33.1,0,1737
37.12,37.0,-1.$,103,0.58,33.1,0,1737
37.14,37.0,-1.$,103,0.60,33.1,0,1737
37.16,37.0,-1.$,103,0.61,33.1,0,1737
37.18,37.0,-1.$,103,0.62,33.1,0,1737
37.20,37.0,-1.$,103,0.62,33.1,0,1737
37.22,37.0,-1.$,103,0.63,33.1,0,1737
37.24,37.0,-1.$,103,0.63,33.1,0,1737
37.26,37.0,-1.$,103,0.63,33.1,0,1737
37.28,37.0,-1.$,103,0.63,33.1,0,1737
37.30,37.0,-1.$,103,0.63,33.1,0,1737
37.32,37.0,-1.$,103,0.63,33.1,0,1737
37.34,37.0,-1.$,103,0.63,33.1,0,1737
37.36,37.0,-1.$,103,0.63,33.1,0,1737
37.38,37.0,-1.$,103,0.62,33.1,0,1737
37.40,37.0,-1.$,103,0.62,33.1,0,1737
37.42,37.0,-1.$,103,0.62,33.1,0,1737
37.44,37.0,-1.$,103,0.61,33.1,0,1737
37.46,37.0,-1.$,103,0.61,33.1,0,1737
37.48,37.0,-1.$,103,0.61,33.1,0,1737
37.50,37.0,-1.$,103,0.60,33.1,0,1737
37.52,37.0,-1.$,103,0.60,33.1,0,1737
37.54,37.0,-1.$,103,0.59,33.1,0,1737
37.56,37.0,-1.$,103,0.59,33.1,0,1737
37.58,37.0,-1.$,103,0.58,33.1,0,1737
37.60,37.0,-1.$,103,0.58,33.1,0,1737
37.62,37.0,-1.$,103,0.57,33.1,0,1737
37.64,37.0,-1.$,103,0.57,33.1,0,1737
37.66,37.0,-1.$,103,0.56,33.1,0,1737
37.68,37.0,-1.$,103,0.55,33.1,0,1737
37.70,37.0,-1.$,103,0.55,33.1,0,1737
37.72,37.0,-1.$,103,0.54,33.1,0,1737
37.74,37.0,-1.$,103,0.54,33.1,0,1737
37.76,37.0,-1.$,103,0.53,33.1,0,1737
37.78,37.0,-1.$,103,0.53,33.1,0,1737
37.80,37.0,-1.$,103,0.52,33.1,0,1737
37.82,37.0,-1.$,103,0.52,33.1,0,1737
37.84,37.0,-1.$,103,0.52,33.1,0,1737
37.86,37.0,-1.$,103,0.52,33.1,0,1737
37.88,37.0,-1.$,103,0.52,33.1,0,1737
37.90,37.0,-1.$,103,0.52,33.1,0,1737
37.92,37.0,-1.$,103,0.53,33.1,0,1737
37.94,37.0,-1.$,103,0.55,33.1,0,1737
37.96,37.0,-1.$,103,0.58,33.1,0,1737
37.98,37.0,-1.$,103,0.60,33.1,0,1737
38.00,37.0,-1.$,103,0.61,33.1,0,1737
38.02,37.0,-1.$,103,0.62,33.1,0,1737
38.04,37.0,-1.$,103,0.62,33.1,0,1737
38.06,37.0,-1.$,103,0.63,33.1,0,1737
38.08,37.0,-1.$,103,0.63,33.1,0,1737
38.10,37.0,-1.$,103,0.63,33.1,0,1737
38.12,37.0,-1.$,103,0.63,33.1,0,1737
38.14,37.0,-1.$,103,0.63,33.1,0,1737
38.16,37.0,-1.$,103,0.63,33.1,0,1737
38.18,37.0,-1.$,103,0.63,33.1,0,1737
38.20,37.0,-1.$,103,0.63,33.1,0,1737
38.22,37.0,-1.$,103,0.62,33.1,0,1737
38.24,37.0,-1.$,103,0.62,33.1,0,1737
38.26,37.0,-1.$,103,0.62,33.1,0,1737
38.28,37.0,-1.$,103,0.61,33.1,0,1737
38.30,37.0,-1.$,103,0.61,33.1,0,1737
38.32,37.0,-1.$,103,0.61,33.1,0,1737
38.34,37.0,-1.$,103,0.60,33.1,0,1737
38.36,37.0,-1.$,103,0.60,33.1,0,1737
38.38,37.0,-1.$,103,0.59,33.1,0,1737
38.40,37.0,-1.$,103,0.59,33.1,0,1737
38.42,37.0,-1.$,103,0.58,33.1,0,1737
38.44,37.0,-1.$,103,0.58,33.1,0,1737
38.46,37.0,-1.$,103,0.57,33.1,0,1737
38.48,37.0,-1.$,103,0.57,33.1,0,1737
38.50,37.0,-1.$,103,0.56,33.1,0,1737
38.52,37.0,-1.$,103,0.55,33.1,0,1737
38.54,37.0,-1.$,103,0.55,33.1,0,1737
38.56,37.0,-1.$,103,0.54,33.1,0,1737
38.58,37.0,-1.$,103,0.54,33.1,0,1737
38.60,37.0,-1.$,103,0.53,33.1,0,1737
38.62,37.0,-1.$,103,0.53,33.1,0,1737
38.64,37.0,-1.$,103,0.52,33.1,0,1737
38.66,37.0,-1.$,103,0.52,33.1,0,1737
38.68,37.0,-1.$,103,0.52,33.1,0,1737
38.70,37.0,-1.$,103,0.52,33.1,0,1737
38.72,37.0,-1.$,103,0.52,33.1,0,1737
38.74,37.0,-1.$,103,0.52,33.1,0,1737
38.76,37.0,-1.$,103,0.53,33.1,0,1737
38.78,37.0,-1.$,103,0.55,33.1,0,1737
38.80,37.0,-1.$,103,0.58,33.1,0,1737
38.82,37.0,-1.$,103,0.60,33.1,0,1737
38.84,37.0,-1.$,103,0.61,33.1,0,1737
38.86,37.0,-1.$,103,0.62,33.1,0,1737
38.88,37.0,-1.$,103,0.62,33.1,0,1737
38.90,37.0,-1.$,103,0.63,33.1,0,1737
38.92,37.0,-1.$,103,0.63,33.1,0,1737
38.94,37.0,-1.$,103,0.63,33.1,0,1737
38.96,37.0,-1.$,103,0.63,33.1,0,1737
38.98,37.0,-1.$,103,0.63,33.1,0,1737
39.00,37.0,-1.$,103,0.63,33.1,0,1737
39.02,37.0,-1.$,103,0.63,33.1,0,1737
39.04,37.0,-1.$,103,0.63,33.1,0,1737
39.06,37.0,-1.$,103,0.62,33.1,0,1737
39.08,37.0,-1.$,103,0.62,33.1,0,1737
39.10,37.0,-1.$,103,0.62,33.1,0,1737
39.12,37.0,-1.$,103,0.61,33.1,0,1737
39.14,37.0,-1.$,103,0.61,33.1,0,1737
39.16,37.0,-1.$,103,0.61,33.1,0,1737
39.18,37.0,-1.$,103,0.60,33.1,0,1737
39.20,37.0,-1.$,103,0.60,33.1,0,1737
39.22,37.0,-1.$,103,0.59,33.1,0,1737
39.24,37.0,-1.$,103,0.59,33.1,0,1737
39.26,37.0,-1.$,103,0.58,33.1,0,1737
39.28,37.0,-1.$,103,0.58,33.1,0,1737
39.30,37.0,-1.$,103,0.57,33.1,0,1737
39.32,37.0,-1.$,103,0.57,33.1,0,1737
39.34,37.0,-1.$,103,0.56,33.1,0,1737
39.36,37.0,-1.$,103,0.55,33.1,0,1737
39.38,37.0,-1.$,103,0.55,33.1,0,1737
39.40,37.0,-1.$,103,0.54,33.1,0,1737
39.42,37.0,-1.$,103,0.54,33.1,0,1737
39.44,37.0,-1.$,103,0.53,33.1,0,1737
39.46,37.0,-1.$,103,0.53,33.1,0,1737
39.48,37.0,-1.$,103,0.52,33.1,0,1737
39.50,37.0,-1.$,103,0.52,33.1,0,1737
39.52,37.0,-1.$,103,0.52,33.1,0,1737
39.54,37.0,-1.$,103,0.52,33.1,0,1737
39.56,37.0,-1.$,103,0.52,33.1,0,1737
39.58,37.0,-1.$,103,0.52,33.1,0,1737
39.60,37.0,-1.$,103,0.53,33.1,0,1737
39.62,37.0,-1.$,103,0.55,33.1,0,1737
39.64,37.0,-1.$,103,0.58,33.1,0,1737
39.66,37.0,-1.$,103,0.60,33.1,0,1737
39.68,37.0,-1.$,103,0.61,33.1,0,1737
39.70,37.0,-1.$,103,0.62,33.1,0,1737
39.72,37.0,-1.$,103,0.62,33.1,0,1737
39.74,37.0,-1.$,103,0.63,33.1,0,1737
39.76,37.0,-1.$,103,0.63,33.1,0,1737
39.78,37.0,-1.$,103,0.63,33.1,0,1737
39.80,37.0,-1.$,103,0.63,33.1,0,1737
39.82,37.0,-1.$,103,0.63,33.1,0,1737
39.84,37.0,-1.$,103,0.63,33.1,0,1737
39.86,37.0,-1.$,103,0.63,33.1,0,1737
39.88,37.0,-1.$,103,0.63,33.1,0,1737
39.90,37.0,-1.$,103,0.62,33.1,0,1737
39.92,37.0,-1.$,103,0.62,33.1,0,1737
39.94,37.0,-1.$,103,0.62,33.1,0,1737
39.96,37.0,-1.$,103,0.61,33.1,0,1737
39.98,37.0,-1.$,103,0.61,33.1,0,1737
40.00,37.0,-1.$,103,0.61,33.1,0,1737
40.02,37.0,-1.$,103,0.60,33.1,0,1737
40.04,37.0,-1.$,103,0.60,33.1,0,1737
40.06,37.0,-1.$,103,0.59,33.1,0,1737
40.08,37.0,-1.$,103,0.59,33.1,0,1737
40.10,37.0,-1.$,103,0.58,33.1,0,1737
40.12,37.0,-1.$,103,0.58,33.1,0,1737
40.14,37.0,-1.$,103,0.57,33.1,0,1737
40.16,37.0,-1.$,103,0.57,33.1,0,1737
40.18,37.0,-1.$,103,0.56,33.1,0,1737
40.20,37.0,-1.$,103,0.55,33.1,0,1737
40.22,37.0,-1.$,103,0.55,33.1,0,1737
40.24,37.0,-1.$,103,0.54,33.1,0,1737
40.26,37.0,-1.$,103,0.54,33.1,0,1737
40.28,37.0,-1.$,103,0.53,33.1,0,1737
40.30,37.0,-1.$,103,0.53,33.1,0,1737
40.32,37.0,-1.$,103,0.52,33.1,0,1737
40.34,37.0,-1.$,103,0.52,33.1,0,1737
40.36,37.0,-1.$,103,0.52,33.1,0,1737
40.38,37.0,-1.$,103,0.52,33.1,0,1737
40.40,37.0,-1.$,103,0.52,33.1,0,1737
40.42,37.0,-1.$,103,0.52,33.1,0,1737
40.44,37.0,-1.$,103,0.53,33.1,0,1737
40.46,37.0,-1.$,103,0.55,33.1,0,1737
40.48,37.0,-1.$,103,0.58,33.1,0,1737
40.50,37.0,-1.$,103,0.60,33.1,0,1737
40.52,37.0,-1.$,103,0.61,33.1,0,1737
40.54,37.0,-1.$,103,0.62,33.1,0,1737
40.56,37.0,-1.$,103,0.62,33.1,0,1737
40.58,37.0,-1.$,103,0.63,33.1,0,1737
40.60,37.0,-1.$,103,0.63,33.1,0,1737
40.62,37.0,-1.$,103,0.63,33.1,0,1737
40.64,37.0,-1.$,103,0.63,33.1,0,1737
40.66,37.0,-1.$,103,0.63,33.1,0,1737
40.68,37.0,-1.$,103,0.63,33.1,0,1737
40.70,37.0,-1.$,103,0.63,33.1,0,1737
40.72,37.0,-1.$,103,0.63,33.1,0,1737
40.74,37.0,-1.$,103,0.62,33.1,0,1737
40.76,37.0,-1.$,103,0.62,33.1,0,1737
40.78,37.0,-1.$,103,0.62,33.1,0,1737
40.80,37.0,-1.$,103,0.61,33.1,0,1737
