Time(s),BloodDensity(kg/m^3),BloodPH,BloodSpecificHeat(J/K_kg),BloodUreaNitrogenConcentration(mg/dL),CarbonDioxideSaturation,CarbonMonoxideSaturation,Hematocrit,HemoglobinContent(g),OxygenSaturation,PlasmaVolume(mL),Phosphate(mmol/L),PulseOximetry,RedBloodCellCount(ct/uL),ShuntFraction,StrongIonDifference(mmol/L),TotalProteinConcentration(g/dL),VolumeFractionNeutralLipidInPlasma,VolumeFractionNeutralPhospholipidInPlasma,WhiteBloodCellCount(ct/uL),ArterialCarbonDioxidePressure(mmHg),ArterialOxygenPressure(mmHg),PulmonaryArterialCarbonDioxidePressure(mmHg),PulmonaryArterialOxygenPressure(mmHg),PulmonaryVenousCarbonDioxidePressure(mmHg),PulmonaryVenousOxygenPressure(mmHg),VenousCarbonDioxidePressure(mmHg),VenousOxygenPressure(mmHg),Albumin-BloodConcentration(g/dL),Bicarbonate-BloodConcentration(g/dL),Calcium-BloodConcentration(mg/L),Chloride-BloodConcentration(g/L),Creatinine-BloodConcentration(mg/L),Epinephrine-BloodConcentration(ug/L),Globulin-BloodConcentration(g/dL),Glucagon-BloodConcentration(mg/dL),Glucose-BloodConcentration(mg/dL),Hemoglobin-BloodConcentration(g/dL),Insulin-BloodConcentration(ug/L),Ketones-BloodConcentration(mg/L),Lactate-BloodConcentration(mg/L),Potassium-BloodConcentration(mg/L),Sodium-BloodConcentration(g/dL),Triacylglycerol-BloodConcentration(mg/dL),Urea-BloodConcentration(mg/dL)
62.20,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275776,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,11.0,0.0322,2.7,0.000,86.7,15.30,0.682,11.458,131.061,177.04,0.334,74,26.33
62.22,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275705,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,11.0,0.0322,2.7,0.000,86.7,15.30,0.682,11.458,131.061,177.04,0.334,74,26.33
62.24,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275628,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,11.0,0.0322,2.7,0.000,86.7,15.30,0.682,11.458,131.061,177.04,0.334,74,26.33
62.26,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275544,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,11.0,0.0322,2.7,0.000,86.7,15.30,0.682,11.458,131.061,177.04,0.334,74,26.33
62.28,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275464,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,11.0,0.0322,2.7,0.000,86.7,15.30,0.682,11.458,131.061,177.04,0.334,74,26.33
62.30,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275395,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,11.0,0.0322,2.7,0.000,86.7,15.30,0.682,11.458,131.060,177.04,0.334,74,26.33
62.32,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275342,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,11.0,0.0322,2.7,0.000,86.7,15.30,0.682,11.458,131.060,177.04,0.334,74,26.33
62.34,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275305,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,11.0,0.0322,2.7,0.000,86.7,15.30,0.682,11.458,131.060,177.04,0.334,74,26.33
62.36,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275286,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,11.0,0.0322,2.7,0.000,86.7,15.30,0.682,11.459,131.060,177.04,0.334,74,26.33
62.38,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275282,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,11.0,0.0322,2.7,0.000,86.7,15.30,0.682,11.459,131.060,177.04,0.334,74,26.33
62.40,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275291,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,11.0,0.0322,2.7,0.000,86.7,15.30,0.682,11.459,131.060,177.04,0.334,74,26.33
62.42,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275312,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,11.0,0.0322,2.7,0.000,86.7,15.30,0.682,11.459,131.059,177.04,0.334,74,26.33
62.44,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275343,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,11.0,0.0322,2.7,0.000,86.7,15.30,0.682,11.459,131.059,177.05,0.334,74,26.33
62.46,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275382,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,11.0,0.0322,2.7,0.000,86.7,15.30,0.682,11.459,131.059,177.05,0.334,74,26.33
62.48,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275427,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,11.0,0.0322,2.7,0.000,86.7,15.30,0.682,11.459,131.058,177.05,0.334,74,26.33
62.50,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275479,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,11.0,0.0322,2.7,0.000,86.7,15.30,0.682,11.459,131.058,177.05,0.334,74,26.32
62.52,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275535,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,11.0,0.0322,2.7,0.000,86.7,15.30,0.682,11.460,131.058,177.05,0.334,74,26.32
62.54,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275594,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,11.0,0.0322,2.7,0.000,86.7,15.30,0.682,11.460,131.057,177.05,0.334,74,26.32
62.56,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275655,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,11.0,0.0322,2.7,0.000,86.7,15.30,0.682,11.460,131.057,177.05,0.334,74,26.32
62.58,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275714,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,11.0,0.0322,2.7,0.000,86.7,15.30,0.682,11.460,131.057,177.05,0.334,74,26.32
62.60,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275771,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,11.0,0.0322,2.7,0.000,86.7,15.30,0.682,11.460,131.056,177.05,0.334,74,26.32
62.62,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275825,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,11.0,0.0322,2.7,0.000,86.7,15.30,0.682,11.460,131.056,177.05,0.334,74,26.32
62.64,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275876,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,11.0,0.0322,2.7,0.000,86.7,15.30,0.682,11.460,131.056,177.05,0.334,74,26.32
62.66,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275922,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,11.0,0.0322,2.7,0.000,86.7,15.30,0.682,11.460,131.056,177.05,0.334,74,26.32
62.68,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275965,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,11.0,0.0322,2.7,0.000,86.7,15.30,0.682,11.461,131.055,177.05,0.334,74,26.32
62.70,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5276004,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,11.0,0.0323,2.7,0.000,86.7,15.30,0.682,11.461,131.055,177.05,0.334,74,26.32
62.72,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2908,1.1,0.98,5276037,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,11.0,0.0323,2.7,0.000,86.7,15.30,0.682,11.461,131.055,177.05,0.334,74,26.32
62.74,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2908,1.1,0.98,5276066,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,11.0,0.0323,2.7,0.000,86.7,15.30,0.682,11.461,131.055,177.05,0.334,74,26.32
62.76,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2908,1.1,0.98,5276089,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,11.0,0.0323,2.7,0.000,86.7,15.30,0.682,11.461,131.054,177.05,0.334,74,26.32
62.78,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2908,1.1,0.98,5276107,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,11.0,0.0323,2.7,0.000,86.7,15.30,0.682,11.461,131.054,177.05,0.334,74,26.32
62.80,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2908,1.1,0.98,5276119,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,11.0,0.0323,2.7,0.000,86.7,15.30,0.682,11.461,131.054,177.05,0.334,74,26.32
62.82,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2908,1.1,0.98,5276125,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,11.0,0.0323,2.7,0.000,86.7,15.30,0.682,11.461,131.054,177.05,0.334,74,26.32
62.84,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2908,1.1,0.98,5276126,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,11.0,0.0322,2.7,0.000,86.7,15.30,0.682,11.461,131.053,177.05,0.334,74,26.32
62.86,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2908,1.1,0.98,5276120,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,11.0,0.0322,2.7,0.000,86.7,15.30,0.682,11.461,131.053,177.05,0.334,74,26.32
62.88,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2908,1.1,0.98,5276108,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,11.0,0.0322,2.7,0.000,86.7,15.30,0.682,11.462,131.053,177.05,0.334,74,26.32
62.90,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2908,1.1,0.98,5276089,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,11.0,0.0322,2.7,0.000,86.7,15.30,0.682,11.462,131.053,177.05,0.334,74,26.32
62.92,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2908,1.1,0.98,5276065,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,11.0,0.0322,2.7,0.000,86.7,15.30,0.682,11.462,131.053,177.05,0.334,74,26.32
62.94,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2908,1.1,0.98,5276034,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,11.0,0.0322,2.7,0.000,86.7,15.30,0.682,11.462,131.053,177.05,0.334,74,26.32
62.96,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275996,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,11.0,0.0322,2.7,0.000,86.7,15.30,0.682,11.462,131.053,177.05,0.334,74,26.32
62.98,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275952,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,11.0,0.0322,2.7,0.000,86.7,15.30,0.682,11.462,131.052,177.05,0.334,74,26.32
63.00,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275901,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,11.0,0.0322,2.7,0.000,86.7,15.30,0.682,11.462,131.052,177.05,0.334,74,26.32
63.02,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275844,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,11.0,0.0322,2.7,0.000,86.7,15.30,0.682,11.462,131.052,177.05,0.334,74,26.32
63.04,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275780,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,11.0,0.0322,2.7,0.000,86.7,15.30,0.682,11.463,131.052,177.05,0.334,74,26.32
63.06,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275710,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,11.0,0.0322,2.7,0.000,86.7,15.30,0.682,11.463,131.052,177.05,0.334,74,26.32
